exp,unit,cluster,mean_pre,mean_post,std_pre,std_post
2023_04_04_hc328_hckcr1-2_1,44,1,2.1999999999999997,0.0,4.1424630354415966,0.0
2023_04_04_hc328_hckcr1-2_1,46,-1,0.7999999999999999,0.0,2.7129319932501073,0.0
2023_04_04_hc328_hckcr1-2_0,0,-1,0.9333333333333333,0.611111111111111,1.1517029795422167,0.7757911135427189
2023_04_04_hc328_hckcr1-2_0,1,-1,0.4333333333333332,0.3222222222222222,0.6830396839690525,0.5941068615686599
2023_04_04_hc328_hckcr1-2_0,2,-1,0.1333333333333333,0.3888888888888889,0.5277485372016851,0.6735753140545634
2023_04_04_hc328_hckcr1-2_0,3,-1,0.24444444444444444,1.9333333333333336,1.781801003146764,3.4769789639929343
2023_04_04_hc328_hckcr1-2_0,4,-1,0.31111111111111106,0.18888888888888888,0.5230489909306585,0.44596960534198843
2023_04_04_hc328_hckcr1-2_0,5,4,0.06666666666666667,0.711111111111111,0.26387426860084257,0.5777777777777777
2023_04_04_hc328_hckcr1-2_0,8,-1,0.4333333333333332,0.3222222222222222,0.6830396839690525,0.5941068615686599
2023_04_04_hc328_hckcr1-2_0,9,-1,0.44444444444444436,0.3222222222222222,0.7027283689263065,0.5941068615686599
2023_04_04_hc328_hckcr1-2_0,10,-1,0.7333333333333333,0.3,0.9325393448158793,0.5410323921751045
2023_04_04_hc328_hckcr1-2_0,11,-1,1.3,0.9888888888888887,1.1869142479972028,0.8591554854321467
2023_04_04_hc328_hckcr1-2_0,12,-1,0.6666666666666666,0.3,0.831479419283098,0.5410323921751045
2023_04_04_hc328_hckcr1-2_0,13,-1,0.4333333333333332,0.3222222222222222,0.6830396839690525,0.5941068615686599
2023_04_04_hc328_hckcr1-2_0,14,4,0.06666666666666667,0.711111111111111,0.26387426860084257,0.5777777777777777
2023_04_04_hc328_hckcr1-2_0,15,-1,0.9888888888888888,0.6333333333333333,1.1956195769723352,0.7738791177495932
2023_04_04_hc328_hckcr1-2_0,16,-1,1.3333333333333333,1.0222222222222221,1.247219128924647,0.911923756830364
2023_04_04_hc328_hckcr1-2_0,17,-1,0.6666666666666666,0.31111111111111106,0.831479419283098,0.5682983045575298
2023_04_04_hc328_hckcr1-2_0,18,-1,0.24444444444444444,1.9333333333333336,1.781801003146764,3.4769789639929343
2023_04_04_hc328_hckcr1-2_0,19,-1,0.17777777777777776,0.4555555555555555,1.1409331247105277,1.4409787483118615
2023_04_04_hc328_hckcr1-2_3,0,3,6.957142857142855,1.1428571428571426,4.997570838488863,1.324802642213672
2023_04_04_hc328_hckcr1-2_3,1,3,7.607142857142858,1.2071428571428569,5.35035283978581,1.4346122280595404
2023_04_04_hc328_hckcr1-2_3,3,2,8.521428571428569,6.578571428571427,3.056032842541761,1.6203268755635294
2023_04_04_hc328_hckcr1-2_3,4,0,11.37142857142857,0.7285714285714284,4.480889124597793,1.4776567218928423
2023_04_04_hc328_hckcr1-2_3,5,0,10.049999999999999,1.3428571428571425,3.635503782847989,0.803563492024299
2023_04_04_hc328_hckcr1-2_3,6,-1,15.685714285714285,5.835714285714286,2.145046500613895,1.261902515721271
2023_04_04_hc328_hckcr1-2_3,7,0,10.085714285714285,1.0357142857142856,2.5600542086097335,0.8534145103820371
2023_04_04_hc328_hckcr1-2_3,9,3,0.4785714285714285,0.035714285714285705,0.6065543366140466,0.18557687223952254
2023_04_04_hc328_hckcr1-2_3,10,0,10.064285714285713,0.9928571428571427,2.6918148797676955,0.8323497596857823
2023_04_04_hc328_hckcr1-2_3,12,-1,2.2285714285714286,0.09285714285714286,2.759547434058043,0.5592907315958128
2023_04_04_hc328_hckcr1-2_3,13,-1,2.2142857142857144,0.09999999999999998,2.6697473701472507,0.5626105333575774
2023_04_04_hc328_hckcr1-2_3,14,4,0.3285714285714286,0.4428571428571429,0.4451553271680823,0.5512508966164209
2023_04_04_hc328_hckcr1-2_3,17,-1,6.307142857142856,1.171428571428571,5.386164247971133,1.0619581451454743
2023_04_04_hc328_hckcr1-2_3,18,4,0.24999999999999994,0.3857142857142857,0.40876868365212843,0.5093012419993109
2023_04_04_hc328_hckcr1-2_3,19,2,16.807142857142853,9.235714285714286,1.9018117033770827,1.258663852614172
2023_04_04_hc328_hckcr1-2_3,20,0,10.107142857142858,0.9357142857142855,2.757873700323997,0.8249613472701589
2023_04_04_hc328_hckcr1-2_3,21,-1,3.7428571428571433,0.8928571428571425,3.5972211497209896,0.8352868259661786
2023_04_04_hc328_hckcr1-2_3,23,0,15.74285714285714,1.2785714285714282,4.84759565903236,1.5362789659513303
2023_04_04_hc328_hckcr1-2_3,24,0,8.464285714285714,2.785714285714285,2.76526376200705,1.4725377234348787
2023_04_04_hc328_hckcr1-2_3,25,0,5.271428571428571,0.3999999999999999,2.120791150028879,0.6414269805898184
2023_04_04_hc328_hckcr1-2_3,26,0,9.364285714285714,1.2428571428571422,3.139438075288543,0.7993619904878732
2023_04_04_hc328_hckcr1-2_3,27,-1,7.028571428571427,0.8999999999999999,2.047198184876897,0.8120269423498464
2023_04_04_hc328_hckcr1-2_3,28,-1,5.7785714285714285,0.9785714285714284,4.2439572888269925,0.9183781178506698
2023_04_04_hc328_hckcr1-2_3,29,4,1.0571428571428567,1.8000000000000005,0.8111468323759078,1.3150618826131493
2023_04_04_hc328_hckcr1-2_3,30,0,6.357142857142857,1.65,2.5882387045704913,1.1234740217517358
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,0,2,5.825,5.6000000000000005,1.9860450649469157,2.04236382655001
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,1,2,20.112499999999997,12.437499999999998,3.9768667000542024,2.4326875570035704
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,2,-1,8.712499999999999,14.875,3.519832204807496,4.248161366991607
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,3,-1,2.4749999999999996,9.987499999999999,1.9524023663169432,3.982363462819535
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,4,2,4.25,3.7624999999999997,2.7099354235848496,1.9803329896762312
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,5,-1,9.7,2.5124999999999997,2.0548722588034516,1.38626070780355
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,6,-1,12.237499999999999,11.812499999999998,2.551317061832966,2.4326875570035704
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,7,2,10.7875,9.5625,3.277074724506598,2.8470104934825935
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,8,2,11.3125,10.124999999999998,3.3277948779935334,3.04394891547148
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,9,2,5.2375,2.8999999999999995,2.013198636498644,1.539886359443449
hc3.28_hckcr1_chip8787_plated4.4_rec4.4bsz,10,2,18.687499999999996,15.362499999999999,2.049199538844375,2.152723565625647
hc52_18763_rec05092023_8,0,1,0.5,0.0,2.1794494717703365,0.0
hc52_18763_rec05092023_8,2,1,1.4000000000000001,0.0,3.4698703145794942,0.0
hc52_18763_rec05092023_8,4,0,4.0,0.0,4.898979485566356,0.0
hc52_18763_rec05092023_8,5,1,0.6,1.0,2.7640549922170496,3.3166247903553994
hc52_18763_rec05092023_8,6,3,3.8,0.0,5.055689863905815,0.0
hc52_18763_rec05092023_5,0,0,3.3,0.0,4.702127178203498,0.0
hc52_18763_rec05092023_5,1,3,3.8,0.19999999999999998,5.436910887627275,1.3999999999999997
hc52_18763_rec05092023_5,4,-1,0.5,0.0,2.1794494717703365,0.0
hc52_18763_rec05092023_5,5,1,0.19999999999999998,0.0,1.3999999999999997,0.0
hc52_18763_rec05092023_5,6,-1,0.5,0.0,2.1794494717703365,0.0
hc52_18763_rec05092023_5,7,-1,0.5,0.0,2.1794494717703365,0.0
hc52_18763_rec05092023_5,8,3,4.3999999999999995,0.0,5.3516352641038605,0.0
hc52_18763_rec05092023_5,9,-1,0.5,0.0,2.1794494717703365,0.0
hc52_18763_rec05092023_7,0,-1,5.699999999999999,3.5999999999999996,5.339475629684998,4.8
hc52_18763_rec05092023_7,1,-1,2.4,0.09999999999999999,4.2708313008125245,0.9949874371066199
hc52_18763_rec05092023_7,2,-1,2.4,0.09999999999999999,4.2708313008125245,0.9949874371066199
hc52_18763_rec05092023_7,3,4,5.0,3.8,5.744562646538028,4.853864439804639
hc52_18763_rec05092023_0,0,4,0.6222222222222221,0.4555555555555555,0.7423685817106697,0.6684236107864459
hc52_18763_rec05092023_0,1,4,0.47777777777777763,0.42222222222222217,0.6335282351177081,0.6436777047982328
hc52_18763_rec05092023_0,2,3,0.5666666666666667,0.15555555555555553,0.8088247837845953,0.4449996532111285
hc52_18763_rec05092023_11,0,-1,0.25555555555555554,0.3888888888888889,0.5410323921751045,1.4688115629335876
hc52_18763_rec05092023_11,1,-1,1.5555555555555556,1.6777777777777776,1.8459164139817943,2.3543760149460162
hc52_18763_rec05092023_11,2,-1,0.2444444444444444,0.37777777777777777,0.5347204184673762,1.467508176097694
hc52_18763_rec05092023_11,3,2,2.7888888888888888,3.0999999999999996,1.3379088160259651,1.8209684033299216
hc52_18763_rec05092023_11,4,2,2.7888888888888888,3.0666666666666664,1.3379088160259651,1.8197815633398435
hc52_18763_rec05092023_12,1,0,6.733333333333333,1.3555555555555554,4.247933411860988,1.9153699317125772
hc52_18763_rec05092023_12,2,0,4.1,1.4999999999999998,2.2426560531743394,1.3088021099321938
hc52_18763_rec05092023_12,3,2,6.533333333333333,4.977777777777777,1.4166557733785978,1.071286292728351
hc52_18763_rec05092023_12,4,0,5.711111111111111,1.2,3.715233904206162,1.330367070852957
2023_04_02_hc328_7,0,-1,0.8555555555555555,0.3888888888888889,1.0640593133008245,0.7597107961765189
2023_04_02_hc328_7,2,4,0.6444444444444444,0.5222222222222223,0.7231617820121323,0.7770631637735937
2023_04_02_hc328_7,3,-1,1.1666666666666665,0.6666666666666665,1.2005657102763503,0.8164965809277259
2023_04_02_hc328_7,4,2,6.199999999999999,4.444444444444445,3.947745097903953,2.7442420078285483
2023_04_02_hc328_7,6,2,8.044444444444444,7.5,2.8851257541542195,2.631128941381026
2023_04_02_hc328_7,7,2,3.1999999999999993,3.111111111111111,1.5969105976197047,1.7497795275581802
2023_04_02_hc328_7,8,-1,0.31111111111111106,0.26666666666666666,0.5682983045575298,0.5470459388929408
2023_04_02_hc328_7,10,2,4.122222222222222,4.966666666666666,3.0683369042568795,3.8472533091403482
2023_04_02_hc328_7,14,2,10.4,9.899999999999999,2.4871025335409227,2.6624735551923826
2023_04_02_hc328_7,15,2,5.544444444444443,4.911111111111111,1.8087237161826237,1.729768413815011
2023_04_02_hc328_7,16,-1,0.05555555555555555,0.5222222222222223,0.2886751345948128,1.658907866230664
2023_04_02_hc328_7,20,-1,0.3222222222222222,0.2111111111111111,0.5729499148601661,0.4633479880442898
2023_04_02_hc328_7,22,-1,1.0333333333333332,1.311111111111111,2.2676196253851963,2.5646215998890134
2023_04_02_hc328_7,25,2,5.366666666666666,5.522222222222221,1.6182218560224189,1.9717448561560338
2023_04_02_hc328_7,27,-1,0.34444444444444444,0.2333333333333333,1.5210051906957633,1.1789826122551594
2023_04_02_hc328_7,28,2,6.655555555555557,5.022222222222221,3.4480089083554826,2.7598532793351147
2023_04_02_hc328_7,31,-1,0.34444444444444444,0.522222222222222,0.9518662630412158,0.7610097256074561
2023_04_02_hc328_7,32,-1,0.25555555555555554,0.3,0.5410323921751045,0.6451145940886571
2023_04_02_hc328_7,35,3,1.3333333333333333,1.1333333333333333,1.8658728470829629,1.9243725929619786
2023_04_02_hc328_7,36,2,2.088888888888889,1.9999999999999996,1.8677245679511727,1.8257418583505536
2023_04_02_hc328_7,38,4,0.4777777777777778,0.7222222222222222,0.7577582271834449,0.8069910581296638
2023_04_02_hc328_7,41,-1,10.000000000000002,3.9444444444444446,3.392075004994166,1.5898986690282428
2023_04_02_hc328_7,42,4,3.5555555555555562,2.6666666666666665,3.0469576001782417,2.1829869671542776
2023_04_02_hc328_7,43,4,0.8666666666666664,0.8777777777777779,0.8830362882802457,0.9850111235819861
2023_04_02_hc328_7,44,4,0.39999999999999997,0.3,0.6190394789859607,0.5633892148483208
2023_04_02_hc328_7,45,4,1.3888888888888886,0.8777777777777779,1.0467468711898205,0.8790426891697102
2023_04_02_hc328_7,46,2,4.211111111111111,3.8555555555555565,2.074507229901496,1.8951204398352843
2023_04_02_hc328_7,48,4,5.322222222222221,5.033333333333334,4.9747386555836295,4.220628354132083
2023_04_02_hc328_7,49,-1,0.6555555555555554,0.8222222222222223,1.8059914003869466,1.5604684323609566
2023_04_02_hc328_7,51,1,0.26666666666666666,0.37777777777777777,0.5470459388929408,0.6888888888888889
2023_04_02_hc328_7,52,-1,2.6666666666666665,1.2,1.4229164972072996,0.9772725967687119
2023_04_02_hc328_7,55,1,0.1111111111111111,0.6777777777777778,0.4581228472908511,1.1099438313004741
2023_04_02_hc328_7,59,2,10.188888888888888,10.833333333333332,3.1974333842808327,3.3752000397964523
2023_04_02_hc328_7,60,4,9.522222222222222,7.844444444444446,8.50018881417014,8.116162810431547
2023_04_02_hc328_7,61,-1,0.37777777777777777,0.9222222222222222,1.5413638341208749,2.52422827712981
2023_04_02_hc328_7,62,2,9.222222222222221,8.544444444444444,3.024590575292488,3.484338858944494
2023_04_02_hc328_7,64,-1,4.133333333333334,8.17777777777778,3.063444361829457,3.105232541340901
2023_04_02_hc328_7,65,4,4.844444444444444,6.099999999999999,5.405803922580128,5.491845807228237
2023_04_02_hc328_7,66,-1,4.2444444444444445,2.344444444444444,2.0630793238012672,1.5939313924854537
2023_04_02_hc328_7,67,-1,1.0999999999999999,0.5333333333333332,1.3832775535384993,0.6569664666264213
2023_04_02_hc328_7,68,3,0.41111111111111104,0.17777777777777776,0.6412757346892478,0.4365973934308554
2023_04_02_hc328_7,69,-1,0.39999999999999997,0.3222222222222222,0.6190394789859607,0.5041800579794855
2023_04_02_hc328_7,71,-1,11.211111111111109,11.544444444444443,2.9232782206891548,3.5447579102070303
2023_04_02_hc328_7,74,-1,0.6222222222222221,0.3888888888888889,0.7255478985473114,0.6735753140545633
2023_04_02_hc328_7,76,1,2.0999999999999996,1.2222222222222223,3.893314941610542,1.7533037597843886
2023_04_02_hc328_7,79,-1,2.5555555555555554,0.9777777777777776,1.4614384931073228,0.9333333333333333
2023_04_02_hc328_7,81,4,2.8666666666666663,2.1999999999999997,3.5072411865654094,2.3881394173170065
2023_04_02_hc328_7,83,2,5.111111111111111,5.5555555555555545,3.471222078180735,3.002056908023621
2023_04_02_hc328_7,84,2,5.788888888888889,5.677777777777777,4.315619063498835,4.405089648896468
2023_04_02_hc328_7,85,0,2.355555555555555,1.0222222222222221,1.5257461238908328,1.0022197585581938
2023_04_02_hc328_7,86,-1,18.388888888888886,18.62222222222222,4.831417244721531,6.962190658509152
2023_04_02_hc328_7,87,4,4.699999999999999,5.28888888888889,5.302817792759795,4.672271766152963
2023_04_02_hc328_5,0,-1,3.1999999999999997,1.4999999999999998,4.664761515876239,3.5707142142714248
2023_04_02_hc328_5,1,-1,5.2,0.09999999999999999,5.192301994298867,0.9949874371066199
2023_04_02_hc328_5,2,-1,2.0,0.0,4.0,0.0
2023_04_02_hc328_5,3,0,4.1,0.0,4.918333050943175,0.0
2023_04_02_hc328_5,4,3,3.4999999999999996,1.5999999999999999,4.769696007084727,3.9293765408777004
2023_04_02_hc328_5,5,1,2.4,2.0999999999999996,7.761443164772902,7.251896303726357
2023_04_02_hc328_5,7,0,10.5,0.19999999999999998,6.538348415311011,1.3999999999999997
2023_04_02_hc328_5,8,3,2.0,0.19999999999999998,4.0,1.3999999999999997
2023_04_02_hc328_5,10,1,0.6,0.0,2.374868417407583,0.0
2023_04_02_hc328_5,11,-1,2.5,0.0,5.1720402163943,0.0
2023_04_02_hc328_5,12,1,0.3,0.0,1.7058722109231983,0.0
2023_04_02_hc328_5,13,-1,2.6,0.0,4.386342439892261,0.0
2023_04_02_hc328_5,14,1,0.19999999999999998,0.0,1.3999999999999997,0.0
2023_04_02_hc328_5,16,1,0.3,0.0,1.7058722109231979,0.0
2023_04_02_hc328_5,20,-1,2.0,0.0,4.0,0.0
2023_04_02_hc328_5,23,1,1.3,0.0,3.3630343441600474,0.0
2023_04_02_hc328_5,24,-1,2.4,0.0,4.2708313008125245,0.0
2023_04_02_hc328_5,25,-1,4.8999999999999995,0.0,4.998999899979994,0.0
2023_04_02_hc328_5,26,-1,1.3,0.0,3.3630343441600474,0.0
2023_04_02_hc328_5,27,4,2.1999999999999997,1.9,4.142463035441596,3.9230090491866063
2023_04_02_hc328_5,28,1,0.5,0.7999999999999999,2.179449471770337,2.7129319932501073
2023_04_02_hc328_5,31,3,3.8,0.0,5.055689863905815,0.0
2023_04_02_hc328_5,33,1,6.5,0.09999999999999999,18.350749303502567,0.9949874371066199
2023_04_02_hc328_5,34,0,4.6,0.0,4.983974317750844,0.0
2023_04_02_hc328_5,35,-1,2.4,2.0,4.2708313008125245,4.242640687119286
2023_04_02_hc328_5,37,1,0.8999999999999999,0.0,2.861817604250837,0.0
2023_04_02_hc328_5,38,1,0.39999999999999997,0.0,1.9595917942265422,0.0
2023_04_02_hc328_5,39,-1,2.0999999999999996,0.7000000000000001,4.31161222746202,2.9171904291629636
2023_04_02_hc328_5,40,-1,2.9999999999999996,1.4999999999999998,4.582575694955839,3.5707142142714248
2023_04_02_hc328_5,41,1,0.3,0.0,1.7058722109231983,0.0
2023_04_02_hc328_5,43,1,1.7999999999999998,0.0,4.093897898091743,0.0
2023_04_02_hc328_5,44,1,0.5,0.0,2.1794494717703365,0.0
2023_04_02_hc328_5,45,3,1.5999999999999999,0.0,3.666060555964671,0.0
2023_04_02_hc328_5,46,1,1.5999999999999999,0.6,3.9293765408776995,2.374868417407583
2023_04_02_hc328_5,49,1,0.7999999999999999,0.0,2.7129319932501073,0.0
2023_04_02_hc328_5,51,0,3.8,0.0,4.853864439804639,0.0
2023_04_02_hc328_5,52,-1,0.8999999999999999,0.0,2.8618176042508368,0.0
2023_04_02_hc328_1,1,-1,2.0999999999999996,0.0,4.0730823708832595,0.0
2023_04_02_hc328_1,2,0,3.8,0.8999999999999999,4.853864439804639,2.861817604250837
2023_04_02_hc328_1,4,1,0.39999999999999997,0.0,1.9595917942265422,0.0
2023_04_02_hc328_1,5,3,4.3999999999999995,1.0999999999999999,5.53534100123922,4.6679760067935225
2023_04_02_hc328_1,7,3,2.1999999999999997,0.0,4.1424630354415966,0.0
2023_04_02_hc328_1,8,-1,0.39999999999999997,0.7000000000000001,1.9595917942265428,3.241913015489465
2023_04_02_hc328_1,9,-1,8.5,5.8999999999999995,9.73396116696589,9.065870063044143
2023_04_02_hc328_1,10,-1,2.4,1.0999999999999999,4.498888751680797,5.4580216195980755
2023_04_02_hc328_1,12,-1,2.0999999999999996,0.0,4.07308237088326,0.0
2023_04_02_hc328_1,14,0,4.3999999999999995,0.0,4.963869458396342,0.0
2023_04_02_hc328_1,19,1,0.6,0.0,2.3748684174075834,0.0
2023_04_02_hc328_1,22,1,0.5,0.0,2.1794494717703365,0.0
2023_04_02_hc328_1,23,1,0.7000000000000001,0.0,2.551470164434615,0.0
2023_04_02_hc328_1,24,-1,2.1999999999999997,0.0,4.1424630354415966,0.0
2023_04_02_hc328_1,27,3,2.8999999999999995,0.0,4.537620521815371,0.0
2023_04_02_hc328_1,28,1,1.4000000000000001,0.0,3.746998799039039,0.0
2023_04_02_hc328_1,30,1,0.6,0.09999999999999999,2.3748684174075834,0.9949874371066199
2023_04_02_hc328_1,34,0,2.8999999999999995,0.0,4.537620521815371,0.0
2023_04_02_hc328_1,36,1,0.5,0.0,2.179449471770337,0.0
2023_04_02_hc328_1,39,0,2.4,0.0,4.2708313008125245,0.0
2023_04_02_hc328_1,42,3,0.7999999999999999,0.0,2.7129319932501073,0.0
2023_04_02_hc328_1,43,3,2.4,0.0,4.270831300812525,0.0
2023_04_02_hc328_1,44,-1,0.7999999999999999,0.39999999999999997,2.7129319932501073,1.9595917942265422
2023_04_02_hc328_1,45,3,2.4,0.0,4.498888751680797,0.0
2023_04_02_hc328_1,46,0,3.4,0.0,4.737087712930804,0.0
2023_04_02_hc328_1,48,-1,1.3,0.5,3.3630343441600474,2.1794494717703365
2023_04_02_hc328_1,51,0,2.9999999999999996,0.6,4.582575694955839,2.374868417407583
2023_04_02_hc328_1,52,1,0.5,0.0,2.1794494717703365,0.0
2023_04_02_hc328_1,53,0,5.0,0.0,5.0,0.0
2023_04_02_hc328_1,56,1,1.4000000000000001,0.0,3.4698703145794942,0.0
2023_04_02_hc328_1,58,0,14.2,2.7,7.096477999684068,4.439594576084623
2023_04_02_hc328_1,60,-1,2.5,0.0,4.330127018922193,0.0
2023_04_02_hc328_1,66,1,0.8999999999999999,0.0,2.8618176042508368,0.0
2023_04_02_hc328_1,67,-1,0.7999999999999999,0.0,2.7129319932501073,0.0
2023_04_02_hc328_1,68,1,0.7000000000000001,0.39999999999999997,2.551470164434614,2.416609194718914
2023_04_02_hc328_3,0,2,19.9,14.7,3.871692136521188,7.135124385741288
2023_04_02_hc328_3,1,1,0.8999999999999999,0.39999999999999997,2.861817604250837,1.9595917942265424
2023_04_02_hc328_3,2,-1,0.7999999999999999,0.0,2.7129319932501073,0.0
2023_04_02_hc328_3,3,3,2.6,0.7999999999999999,4.608687448721165,2.7129319932501073
2023_04_02_hc328_3,4,1,0.19999999999999998,0.0,1.3999999999999997,0.0
2023_04_02_hc328_3,5,1,0.39999999999999997,0.0,1.9595917942265422,0.0
2023_04_02_hc328_3,6,1,1.3,0.0,3.3630343441600474,0.0
2023_04_02_hc328_3,7,1,0.5,0.0,2.1794494717703365,0.0
2023_04_02_hc328_3,8,1,0.6,0.0,2.374868417407583,0.0
2023_04_02_hc328_3,9,-1,3.4,1.0999999999999999,5.332916650389353,3.1288975694324033
2023_04_02_hc328_3,10,-1,3.5999999999999996,2.8000000000000003,7.939773296511683,7.35934779718964
2023_04_02_hc328_3,13,-1,4.1,0.0,5.494542747126461,0.0
2023_04_02_hc328_3,14,3,2.0999999999999996,0.09999999999999999,4.07308237088326,0.9949874371066199
2023_04_02_hc328_3,15,1,1.4999999999999998,0.0,3.840572873934304,0.0
