exp,unit,cluster,mean_pre,mean_post,std_pre,std_post
Hc110723_hckcr1_21841_111323_3,57,2,3.0000000000000004,3.4399999999999995,2.2360679774997894,2.08
Hc110723_hckcr1_21841_111323_3,58,2,3.64,4.239999999999999,2.6135033958271414,2.565618833731932
Hc110723_hckcr1_21841_111323_3,59,4,0.48000000000000004,1.14,0.8997777503361594,1.3343163043296742
Hc110723_hckcr1_21841_111323_3,60,4,3.0800000000000005,4.34,2.777336853894392,3.1375786842723157
Hc110723_hckcr1_21841_111323_3,61,1,0.32,0.4000000000000001,0.8352245207128439,0.894427190999916
Hc110723_hckcr1_21841_111323_3,64,4,0.52,1.98,1.11785508899857,1.8219769482625185
Hc110723_hckcr1_21841_111323_3,65,4,1.7399999999999998,2.2199999999999998,1.5913516267626087,1.7639727889057701
Hc110723_hckcr1_21841_111323_3,66,4,2.48,2.9400000000000004,2.0807690885823917,2.340170933927691
Hc110723_hckcr1_21841_111323_3,67,-1,0.84,0.26000000000000006,1.2387090053761618,0.6726068688320095
Hc110723_hckcr1_21841_111323_3,69,4,0.7600000000000001,1.9,1.123565752415051,1.6583123951776997
Hc110723_hckcr1_21841_111323_3,70,4,0.7199999999999999,0.7999999999999999,1.04,1.131370849898476
Hc110723_hckcr1_21841_111323_3,71,-1,9.02,8.98,2.125935088378758,2.0296797776989353
Hc110723_hckcr1_21841_111323_3,72,4,5.9399999999999995,5.42,3.052277837943328,2.0453850493244543
Hc110723_hckcr1_21841_111323_3,74,-1,0.19999999999999998,1.1599999999999997,0.6,1.724644890984808
Hc110723_hckcr1_21841_111323_3,75,4,2.7600000000000002,4.040000000000001,4.541189271545505,3.5437832890852676
Hc110723_hckcr1_21841_111323_3,76,1,0.46,0.36000000000000004,1.1262326580240871,0.8662563131083085
Hc110723_hckcr1_21841_111323_3,77,4,2.1199999999999997,2.62,2.446548589339684,2.3612708442700936
Hc110723_hckcr1_21841_111323_3,78,2,4.4799999999999995,4.640000000000001,1.9415457759218553,2.2068982758613953
Hc110723_hckcr1_21841_111323_3,80,4,1.4199999999999997,2.4000000000000004,1.9035755829490981,2.0784609690826525
Hc110723_hckcr1_21841_111323_3,81,2,1.4199999999999997,1.8199999999999996,1.5567915724335095,1.5772127313713897
Hc110723_hckcr1_21841_111323_3,82,4,1.4400000000000002,1.78,1.5252540771950092,1.5203946855997623
Hc110723_hckcr1_21841_111323_3,83,2,8.319999999999999,9.32,3.7706232906510295,4.588856066603092
Hc110723_hckcr1_21841_111323_3,84,4,4.14,5.0600000000000005,2.3707382816329594,2.999399939987997
Hc110723_hckcr1_21841_111323_3,85,4,3.3000000000000007,5.3,3.1921779399024732,4.958830507286975
Hc110723_hckcr1_21841_111323_3,86,2,2.559999999999999,4.18,2.0411761315476915,2.714332330426766
Hc110723_hckcr1_21841_111323_3,87,4,1.0599999999999998,3.6399999999999997,1.2475576139000555,2.321723497749032
Hc110723_hckcr1_21841_111323_3,88,0,2.1999999999999997,0.64,1.8867962264113207,1.0537551897855593
Hc110723_hckcr1_21841_111323_3,89,-1,0.8999999999999998,1.0,1.4247806848775006,1.4282856857085697
Hc110723_hckcr1_21841_111323_3,90,2,5.08,5.62,3.468947967323811,2.9352342325613465
Hc110723_hckcr1_21841_111323_3,91,-1,0.6,0.7199999999999999,1.148912529307606,1.1838918869558994
Hc110723_hckcr1_21841_111323_3,92,1,0.24,0.16,0.708801805866774,0.7310266752998825
Hc110723_hckcr1_21841_111323_3,93,2,10.619999999999997,10.499999999999998,3.0423017601809312,3.303028912982749
Hc110723_hckcr1_21841_111323_3,94,3,1.0399999999999998,1.0599999999999998,1.3994284547628721,1.482025640803829
Hc110723_hckcr1_21841_111323_3,95,4,8.439999999999998,8.96,4.8131486575837235,5.370139662988291
Hc110723_hckcr1_21841_111323_3,96,4,1.36,2.1999999999999997,1.59699718221417,2.0493901531919194
Hc110723_hckcr1_21841_111323_3,97,2,2.38,3.4,1.8263625050903776,1.949358868961793
Hc110723_hckcr1_21841_111323_3,98,4,1.3799999999999997,1.4000000000000001,1.7133592734741887,1.562049935181331
Hc110723_hckcr1_21841_111323_3,99,2,3.420000000000001,3.500000000000001,2.4049116407884927,2.5199206336708304
Hc110723_hckcr1_21841_111323_3,100,4,1.0199999999999998,1.0399999999999998,1.3414917070187204,1.4554724318928198
Hc110723_hckcr1_21841_111323_3,101,4,1.6400000000000003,2.32,1.6341358572652394,2.092271492899523
Hc110723_hckcr1_21841_111323_3,102,4,1.76,1.8799999999999997,1.7951044537853502,1.955914108543624
Hc110723_hckcr1_21841_111323_0,0,2,5.0666666666666655,5.044444444444444,1.737885759645969,1.8353187902183083
Hc110723_hckcr1_21841_111323_0,1,4,0.8444444444444444,0.7555555555555555,0.9952975856248306,0.8444444444444443
Hc110723_hckcr1_21841_111323_0,2,2,4.011111111111111,2.644444444444444,1.9619529197356544,1.3219887749098531
Hc110723_hckcr1_21841_111323_0,3,2,5.477777777777777,6.444444444444444,2.2730574395419025,2.7577052546646343
Hc110723_hckcr1_21841_111323_0,4,-1,0.6888888888888887,0.0,1.0747379812749995,0.0
Hc110723_hckcr1_21841_111323_0,5,3,0.7888888888888888,0.09999999999999999,0.9466640584210285,0.35468643776694136
Hc110723_hckcr1_21841_111323_0,6,-1,8.533333333333331,8.61111111111111,1.2754084313139327,1.1371938605810399
Hc110723_hckcr1_21841_111323_0,7,-1,0.8444444444444443,0.07777777777777777,1.1124436454030067,0.2834966849371794
Hc110723_hckcr1_21841_111323_0,8,2,3.5111111111111115,2.922222222222222,1.6608788392048706,1.52877745071909
Hc110723_hckcr1_21841_111323_0,12,-1,0.7666666666666666,0.033333333333333326,1.1297874813815294,0.24620577562400373
Hc110723_hckcr1_21841_111323_0,13,2,8.733333333333333,9.066666666666666,2.3883461915861774,2.792052212182923
Hc110723_hckcr1_21841_111323_0,14,2,2.4888888888888885,2.4666666666666663,1.4326010187809952,1.5601519394193868
Hc110723_hckcr1_21841_111323_4,3,-1,0.45999999999999996,0.3,0.8879189152169248,0.7141428428542851
Hc110723_hckcr1_21841_111323_4,4,3,2.72,0.56,2.126405417600322,1.1689311356961969
Hc110723_hckcr1_21841_111323_4,6,4,3.4,3.6799999999999997,4.004996878900157,4.105800774514028
Hc110723_hckcr1_21841_111323_4,7,2,5.82,5.739999999999999,2.5154721226839305,2.184582339945098
Hc110723_hckcr1_21841_111323_4,8,0,2.04,0.9999999999999998,1.574293492332354,1.4000000000000001
Hc110723_hckcr1_21841_111323_4,9,-1,3.1199999999999997,1.3199999999999994,2.1226398658274555,1.3919770113044252
Hc110723_hckcr1_21841_111323_4,10,-1,5.999999999999999,1.24,2.262741699796952,1.4361058456812994
Hc110723_hckcr1_21841_111323_4,11,-1,5.5,1.34,2.4228082879171433,1.626161123628283
Hc110723_hckcr1_21841_111323_4,12,-1,1.6599999999999997,0.8199999999999998,1.4437451298619155,1.1694443124834975
Hc110723_hckcr1_21841_111323_4,13,-1,0.7000000000000001,0.84,1.1789826122551594,1.2059850745345069
Hc110723_hckcr1_21841_111323_4,14,2,7.12,6.779999999999999,2.746925554142303,3.1735784219079886
Hc110723_hckcr1_21841_111323_4,15,0,2.3999999999999995,0.8999999999999999,1.9595917942265422,1.1789826122551594
Hc110723_hckcr1_21841_111323_4,16,-1,0.64,0.04,1.0537551897855595,0.28
Hc110723_hckcr1_21841_111323_4,17,1,0.34,0.02,0.8968834929911466,0.19899748742132387
Hc110723_hckcr1_21841_111323_4,20,2,3.1000000000000005,4.379999999999999,2.7910571473905725,2.6183200721073043
Hc110723_hckcr1_21841_111323_4,21,-1,0.46,0.060000000000000005,0.9738583059151882,0.34117444218463966
Hc110723_hckcr1_21841_111323_4,22,1,0.09999999999999999,0.32,0.4358898943540674,0.78587530817554
Hc110723_hckcr1_21841_111323_4,24,-1,0.39999999999999997,0.19999999999999996,0.848528137423857,0.6
Hc110723_hckcr1_21841_111323_4,26,-1,0.8399999999999999,1.1,1.1723480711802277,1.7748239349298849
Hc110723_hckcr1_21841_111323_4,28,4,3.3400000000000007,2.8800000000000003,3.299151406043681,3.1409552687040923
Hc110723_hckcr1_21841_111323_4,30,-1,14.099999999999994,14.259999999999996,2.3727621035409343,2.4274266209300746
Hc110723_hckcr1_21841_111323_4,31,-1,6.559999999999999,1.5999999999999996,2.4507957891264622,1.7204650534085248
Hc110723_hckcr1_21841_111323_4,32,-1,2.52,4.079999999999999,2.5396062686959957,2.5285569006846575
Hc110723_hckcr1_21841_111323_4,33,-1,0.5000000000000001,0.6,0.9110433579144298,0.9165151389911681
Hc110723_hckcr1_21841_111323_4,34,1,0.46,0.42,1.0901376059929317,0.9917661014573949
Hc110723_hckcr1_21841_111323_4,36,1,0.17999999999999997,0.24000000000000002,0.5723635208501674,0.8138795979750324
Hc110723_hckcr1_21841_111323_4,37,4,0.7200000000000001,0.8999999999999999,1.3717142559585798,1.3674794331177342
Hc110723_hckcr1_21841_111323_4,39,-1,0.27999999999999997,0.5000000000000001,0.6939740629158988,1.0344080432788598
Hc110723_hckcr1_21841_111323_4,41,2,4.359999999999999,4.379999999999999,2.389644324999015,2.4931105069771777
Hc110723_hckcr1_21841_111323_4,43,-1,0.7400000000000001,0.3,1.2854571171377132,0.7681145747868608
Hc110723_hckcr1_21841_111323_4,44,-1,4.98,1.9599999999999997,2.457559765295648,3.1620246678354667
Hc110723_hckcr1_21841_111323_4,45,2,5.62,6.259999999999999,2.110829220946119,2.309198995322837
Hc110723_hckcr1_21841_111323_4,46,4,1.2999999999999996,1.2399999999999998,1.6093476939431086,1.4636939570825587
Hc110723_hckcr1_21841_111323_4,47,4,1.5399999999999998,1.4599999999999997,1.7402298698735177,1.6457217261736563
Hc110723_hckcr1_21841_111323_4,48,4,3.3,3.7399999999999998,4.063249930782009,4.085633365832034
Hc110723_hckcr1_21841_111323_4,50,1,0.24000000000000002,0.32,0.7631513611335566,0.835224520712844
Hc110723_hckcr1_21841_111323_4,55,4,2.0599999999999996,2.36,2.629904941247877,2.123770232393326
Hc110723_hckcr1_21841_111323_4,56,4,0.88,0.5200000000000001,1.177115117564973,1.0047885349664376
Hc110723_hckcr1_21841_111323_6,0,-1,2.9399999999999995,3.1599999999999997,1.6113348503647522,1.8369540005128053
Hc110723_hckcr1_21841_111323_6,2,2,5.04,5.619999999999999,3.1809432563313664,2.4770143318115863
Hc110723_hckcr1_21841_111323_6,3,-1,4.9,3.8800000000000003,3.064310689208912,2.2417850030723283
Hc110723_hckcr1_21841_111323_6,11,3,0.42,0.09999999999999999,0.8146164741766521,0.4358898943540674
Hc110723_hckcr1_21841_111323_6,13,4,2.8999999999999995,2.0799999999999996,2.903446228191595,1.6951696080333671
Hc110723_hckcr1_21841_111323_6,16,2,1.6199999999999999,2.3799999999999994,1.3174217244299562,1.1205355862265152
Hc110723_hckcr1_21841_111323_6,18,1,0.44,0.42,1.0799999999999998,0.8146164741766521
Hc110723_hckcr1_21841_111323_6,19,2,9.339999999999998,9.04,4.3456184830240225,3.682173271316818
Hc110723_hckcr1_21841_111323_6,21,-1,2.1599999999999997,4.22,1.2547509713086498,1.76397278890577
Hc110723_hckcr1_21841_111323_6,22,1,0.48,0.4400000000000001,0.9431860898041278,0.92
Hc110723_hckcr1_21841_111323_6,23,2,6.22,8.879999999999997,3.697512677463054,2.7902688042552453
Hc110723_hckcr1_21841_111323_6,24,4,1.5399999999999998,2.0599999999999996,1.291665591397402,1.6602409463689298
Hc110723_hckcr1_21841_111323_6,25,-1,0.30000000000000004,0.44,0.7141428428542851,0.8284926070883193
Hc110723_hckcr1_21841_111323_6,26,4,0.44,0.9599999999999997,0.8284926070883193,1.3410443691392167
Hc110723_hckcr1_21841_111323_6,27,0,4.92,1.6999999999999995,2.5364542179980303,1.4247806848775006
Hc110723_hckcr1_21841_111323_6,30,-1,0.02,0.54,0.19899748742132387,0.8879189152169246
Hc110723_hckcr1_21841_111323_6,31,-1,3.38,3.4199999999999995,2.524995049500097,1.965604232799675
Hc110723_hckcr1_21841_111323_6,33,4,0.48000000000000004,2.36,1.36,1.506784656146989
Hc110723_hckcr1_21841_111323_6,34,4,0.5200000000000001,2.599999999999999,1.4593149077563756,1.7549928774784243
Hc110723_hckcr1_21841_111323_6,35,4,1.3599999999999997,1.6799999999999997,1.5199999999999996,1.6666133324799728
Hc110723_hckcr1_21841_111323_6,37,-1,0.36000000000000004,0.5,0.8662563131083085,0.9949874371066199
Hc110723_hckcr1_21841_111323_6,38,3,1.4800000000000002,0.4000000000000001,1.802664694279,0.8944271909999159
Hc110723_hckcr1_21841_111323_6,39,-1,0.28,0.3,0.7493997598078078,0.7141428428542851
Hc110723_hckcr1_21841_111323_6,40,4,2.2199999999999993,3.7599999999999993,1.5203946855997619,2.7317393726342196
Hc110723_hckcr1_21841_111323_6,41,3,0.5,0.04,0.8660254037844386,0.28
Hc110723_hckcr1_21841_111323_6,42,3,0.52,0.04,0.9217374897442332,0.28
Hc110723_hckcr1_21841_111323_6,43,2,2.8199999999999994,3.0999999999999996,1.627144738491324,2.406241883103193
Hc110723_hckcr1_21841_111323_6,47,-1,1.28,3.1800000000000006,1.7092688495377197,2.7581878108642277
Hc110723_hckcr1_21841_111323_6,49,-1,0.92,0.18000000000000002,1.75316856006489,0.7533923280734942
Hc110723_hckcr1_21841_111323_6,50,1,0.3,0.16,0.9110433579144298,0.6740919818541087
Hc110723_hckcr1_21841_111323_6,51,-1,0.7200000000000001,0.16,1.562561998769969,0.6740919818541087
Hc110723_hckcr1_21841_111323_6,56,-1,5.08,4.119999999999999,2.76289703029266,2.413627974647294
Hc110723_hckcr1_21841_111323_6,57,-1,0.34,0.46,0.8027452896155791,0.8416650165000326
Hc110723_hckcr1_21841_111323_6,60,4,4.84,5.5200000000000005,2.419586741573858,3.8379161012195144
Hc110723_hckcr1_21841_111323_6,61,1,0.26,0.0,0.8788629017087934,0.0
Hc110723_hckcr1_21841_111323_6,62,1,0.04,0.09999999999999999,0.2800000000000001,0.43588989435406733
Hc110723_hckcr1_21841_111323_6,64,1,0.5,0.0,1.7058722109231979,0.0
Hc110723_hckcr1_21841_111323_6,66,-1,0.7400000000000001,0.66,1.4044215891248613,1.4711899945282387
Hc110723_hckcr1_21841_111323_6,67,-1,0.5800000000000001,0.52,1.1061645447219866,1.0047885349664376
Hc110723_hckcr1_21841_111323_6,68,3,1.16,0.7400000000000001,1.7012936254509388,1.1884443613396463
Hc110723_hckcr1_21841_111323_6,71,4,0.68,1.0399999999999998,1.1034491379306979,1.215894732285653
Hc110723_hckcr1_21841_111323_6,74,-1,2.3199999999999994,2.9999999999999996,2.18577217477028,1.4282856857085695
Hc110723_hckcr1_21841_111323_6,76,2,5.220000000000001,4.82,2.313352545549424,2.5782940096117817
Hc110723_hckcr1_21841_111323_6,77,4,0.02,2.2399999999999998,0.19899748742132395,1.839130229211624
Hc110723_hckcr1_21841_111323_6,78,-1,0.0,0.8199999999999998,0.0,1.061885116196663
Hc110723_hckcr1_21841_111323_6,79,-1,2.4799999999999995,3.4799999999999995,1.920833152566875,1.9312172327317296
Hc110723_hckcr1_21841_111323_6,80,4,1.4999999999999998,2.7199999999999993,2.32163735324878,3.3168659906604607
Hc110723_hckcr1_21841_111323_6,82,-1,0.24,1.04,0.9068627239003707,1.42772546380598
Hc110723_hckcr1_21841_111323_6,83,2,2.1199999999999988,2.3199999999999994,1.0888526071052957,0.8352245207128441
Hc110723_hckcr1_21841_111323_6,84,2,2.099999999999999,2.3199999999999994,1.0723805294763606,0.8352245207128441
Hc110723_hckcr1_21841_111323_6,86,-1,2.7799999999999994,1.6399999999999997,2.8551006987495207,1.7749366185867033
Hc110723_hckcr1_21841_111323_6,88,-1,1.0799999999999998,0.7600000000000001,2.3566077314648695,1.1926441212700458
Hc110723_hckcr1_21841_111323_6,90,4,2.9799999999999995,3.9,4.3771680342431445,4.053393639902248
Hc110723_hckcr1_21841_111323_6,92,1,0.13999999999999999,0.42,1.2084701072016637,0.9075241043630741
Hc110723_hckcr1_21841_111323_6,94,1,0.9399999999999998,0.0,3.830978987151979,0.0
Hc110723_hckcr1_21841_111323_6,95,-1,3.98,2.42,5.211487311699031,2.005891323078097
Hc110723_hckcr1_21841_111323_6,96,0,5.36,1.92,2.5904439773907484,1.6228370220080637
Hc110723_hckcr1_21841_111323_6,97,4,0.8199999999999998,1.4600000000000002,1.23596116443843,1.46574213284602
Hc110723_hckcr1_21841_111323_6,99,-1,1.16,0.2800000000000001,2.914515397111499,0.7493997598078079
Hc110723_hckcr1_21841_111323_6,101,4,1.6599999999999997,2.9800000000000004,1.8773385416594417,2.4898995963692996
Hc110723_hckcr1_21841_111323_6,102,2,2.439999999999999,2.72,1.512084653714864,1.5367498169838836
Hc110723_hckcr1_21841_111323_6,103,-1,0.02,0.62,0.19899748742132387,1.155681617055493
Hc110723_hckcr1_21841_111323_6,105,-1,1.6599999999999997,1.08,1.8985257438338834,1.4538225476309001
Hc110723_hckcr1_21841_111323_6,106,2,13.379999999999997,14.900000000000006,4.182774199021506,4.624932431938871
Hc110723_hckcr1_21841_111323_6,110,-1,2.8199999999999994,2.0999999999999996,2.7436472076416822,2.32163735324878
Hc110723_hckcr1_21841_111323_6,111,1,0.6000000000000001,0.58,1.3416407864998738,1.209793370786929
Hc110723_hckcr1_21841_111323_6,112,2,5.680000000000001,6.079999999999999,2.092271492899523,2.20762315624746
Hc110723_hckcr1_21841_111323_6,114,1,0.7200000000000001,0.14,1.7780888616714292,0.510294032886923
Hc110723_hckcr1_21841_111323_6,116,2,2.5,3.2199999999999998,1.452583904633395,1.6708081876744558
Hc110723_hckcr1_21841_111323_6,117,-1,0.0,1.4199999999999997,0.0,4.810779562607292
Hc110723_hckcr1_21841_111323_6,119,-1,0.13999999999999999,1.0999999999999999,1.0297572529484802,2.104756517984919
Hc110723_hckcr1_21841_111323_6,121,2,1.7,3.26,1.6340134638368193,1.616292052817188
Hc110723_hckcr1_21841_111323_6,123,-1,0.24000000000000002,0.7000000000000001,0.7631513611335564,1.3076696830622019
Hc110723_hckcr1_21841_111323_6,124,-1,0.44,0.12000000000000001,0.8284926070883194,0.6209669878504009
Hc110723_hckcr1_21841_111323_6,126,2,2.16,1.4599999999999995,1.7362027531368562,1.4101063789657855
Hc110723_hckcr1_21841_111323_6,127,-1,3.38,3.3799999999999994,2.524995049500097,2.013852030314044
Hc110723_hckcr1_21841_111323_6,128,4,0.6800000000000002,1.3799999999999997,1.0665833300778709,1.4613692209705254
Hc110723_hckcr1_21841_111323_6,130,1,0.32,0.24000000000000002,0.8818163074019442,0.7088018058667741
Hc110723_hckcr1_21841_111323_6,131,-1,0.18000000000000002,0.19999999999999998,0.5723635208501674,0.6
Hc110723_hckcr1_21841_111323_6,133,-1,1.0399999999999998,1.18,1.2483589227461789,1.6992939710362065
Hc110723_hckcr1_21841_111323_6,135,2,3.32,3.8000000000000003,2.0242529486207994,1.8439088914585773
Hc110723_hckcr1_21841_111323_6,136,-1,2.9399999999999995,3.1599999999999997,1.6113348503647522,1.8369540005128053
Hc110723_hckcr1_21841_111323_6,137,-1,1.0,2.3,3.026549190084311,4.150903516103452
Hc110723_hckcr1_21841_111323_6,138,4,1.22,1.3799999999999997,1.3826062346163495,1.3768079023596576
Hc110723_hckcr1_21841_111323_6,139,2,4.82,5.78,1.7226723426119084,1.9161419571628824
Hc110723_hckcr1_21841_111323_6,140,2,1.0199999999999998,1.3399999999999996,1.2804686642007292,1.415768342632367
Hc110723_hckcr1_21841_111323_6,141,1,0.34,0.62,0.8027452896155792,1.120535586226515
Hc110723_hckcr1_21841_111323_6,143,-1,1.66,2.0399999999999996,1.940206174611348,1.8325937902328495
Hc110723_hckcr1_21841_111323_6,144,4,1.5399999999999998,1.9399999999999997,1.291665591397402,1.4270248771482577
Hc110723_hckcr1_21841_111323_6,145,-1,1.979999999999999,3.1199999999999997,1.3998571355677694,1.1426285485668557
Hc110723_hckcr1_21841_111323_6,147,-1,0.28,0.48000000000000004,0.7493997598078078,0.9846826900072937
Hc110723_hckcr1_21841_111323_6,149,4,1.4399999999999997,3.2399999999999998,2.0214846029589237,2.709686328710391
Hc110723_hckcr1_21841_111323_6,150,2,3.74,4.82,3.3305254840640384,3.5337798460005962
Hc110723_hckcr1_21841_111323_6,151,2,3.5399999999999996,2.9399999999999995,2.620763247605552,2.40757139042646
Hc110723_hckcr1_21841_111323_6,154,1,0.34,0.44,0.751265598839718,1.0799999999999998
Hc110723_hckcr1_21841_111323_6,155,-1,0.9799999999999999,1.5399999999999998,1.3113351974228407,1.1262326580240871
Hc110723_hckcr1_21841_111323_6,156,4,0.36000000000000004,0.39999999999999997,0.7683749084919418,0.8000000000000002
Hc110723_hckcr1_21841_111323_6,157,1,0.7200000000000001,0.9399999999999998,1.8659046063504958,1.181693699737796
Hc110723_hckcr1_21841_111323_6,159,2,20.48,17.779999999999998,6.29361581286942,5.8507777260805245
Hc110723_hckcr1_21841_111323_6,160,1,0.19999999999999998,0.32000000000000006,0.6,0.78587530817554
Hc110723_hckcr1_21841_111323_6,161,2,18.78,17.799999999999997,6.285825323694574,5.983310120660638
Hc110723_hckcr1_21841_111323_6,162,-1,0.26000000000000006,0.26,0.6726068688320095,0.6726068688320097
Hc110723_hckcr1_21841_111323_6,163,1,0.19999999999999998,0.16,0.7211102550927976,0.5425863986500215
Hc110723_hckcr1_21841_111323_6,164,4,3.96,4.859999999999999,3.346401051876478,1.7945472966740106
Hc110723_hckcr1_21841_111323_6,165,-1,3.38,3.4399999999999995,2.524995049500097,1.981514572240134
Hc110723_hckcr1_21841_111323_6,167,2,5.699999999999999,6.780000000000001,2.471841418861655,2.6817158686184484
Hc110723_hckcr1_21841_111323_6,168,4,6.8999999999999995,6.9399999999999995,4.852834223420371,4.395042661908983
Hc110723_hckcr1_21841_111323_6,171,1,0.5,0.6,1.396424004376894,1.3114877048604003
Hc110723_hckcr1_21841_111323_6,173,2,1.8399999999999999,3.2800000000000007,1.566652482205291,1.9082976707002497
Hc110723_hckcr1_21841_111323_6,175,2,4.64,5.699999999999999,1.852133904446436,2.0663978319771825
Hc110723_hckcr1_21841_111323_6,176,4,3.520000000000001,3.1399999999999997,2.7440116617827996,2.3195689254686958
Hc110723_hckcr1_21841_111323_6,178,4,2.8399999999999994,4.320000000000001,1.3016912076218383,2.6939933184772373
Hc110723_hckcr1_21841_111323_6,180,3,1.0399999999999998,0.19999999999999996,1.42772546380598,0.7211102550927978
Hc110723_hckcr1_21841_111323_6,182,4,1.92,3.3600000000000008,1.5727682601070003,2.188698243248712
Hc110723_hckcr1_21841_111323_6,184,-1,0.62,0.16,0.9249864863877741,0.5425863986500215
Hc110723_hckcr1_21841_111323_6,185,-1,0.26,1.14,0.8788629017087932,1.6310732662881822
Hc110723_hckcr1_21841_111323_6,187,-1,0.46,0.04,1.0141005867269777,0.2800000000000001
Hc110723_hckcr1_21841_111323_6,188,-1,0.12000000000000001,1.7,0.4749736834815167,1.2767145334803702
Hc110723_hckcr1_21841_111323_6,189,-1,0.0,1.5799999999999998,0.0,1.176265276202609
Hc110723_hckcr1_21841_111323_6,190,-1,0.39999999999999997,1.1599999999999997,0.9797958971132711,1.0650821564555477
Hc110723_hckcr1_21841_111323_6,191,4,1.3999999999999997,1.4599999999999995,1.562049935181331,1.5193419628246958
Hc110723_hckcr1_21841_111323_6,192,-1,1.3800000000000001,0.0,3.759734033146494,0.0
Hc110723_hckcr1_21841_111323_6,194,4,1.1799999999999995,1.3199999999999994,1.1694443124834975,1.2718490476467716
Hc110723_hckcr1_21841_111323_6,198,1,0.34,0.26000000000000006,0.8511169132381285,0.729657453878188
Hc110723_hckcr1_21841_111323_6,199,2,3.580000000000001,3.4400000000000013,2.1409343754538575,2.0015993605114883
Hc110723_hckcr1_21841_111323_6,200,1,0.02,0.02,0.19899748742132387,0.19899748742132392
Hc110723_hckcr1_21841_111323_6,201,4,1.4800000000000002,1.8599999999999997,2.165548429382266,1.9647900651214625
Hc110723_hckcr1_21841_111323_6,202,-1,0.34,0.09999999999999999,0.8511169132381285,0.4358898943540674
Hc110723_hckcr1_21841_111323_6,203,1,0.32,0.42,1.223764683262268,0.8146164741766521
Hc110723_hckcr1_21841_111323_6,205,-1,0.36000000000000004,0.24000000000000002,0.7683749084919418,0.6499230723708769
Hc110723_hckcr1_21841_111323_6,206,2,3.2199999999999998,3.1199999999999997,2.1889723616345638,1.84
Hc110723_hckcr1_21841_111323_6,207,2,8.799999999999999,10.28,2.0591260281974,2.530138336138955
Hc110723_hckcr1_21841_111323_6,208,4,1.7999999999999996,1.7399999999999998,1.7776388834631178,1.514067369703211
Hc110723_hckcr1_21841_111323_6,209,4,1.6399999999999997,1.3799999999999997,1.682379267585047,1.4337363774418224
Hc110723_hckcr1_21841_111323_6,210,4,1.6199999999999994,1.5999999999999999,1.4613692209705256,1.131370849898476
Hc110723_hckcr1_21841_111323_6,212,-1,2.52,0.26,3.3301051034464355,0.8321057625085889
Hc110723_hckcr1_21841_111323_6,215,-1,3.0399999999999996,2.2999999999999994,3.0526054445342266,2.3388031127052997
Hc110723_hckcr1_21841_111323_6,216,1,0.30000000000000004,0.7000000000000001,0.7681145747868608,1.1789826122551594
Hc110723_hckcr1_21841_111323_6,218,-1,0.02,0.54,0.19899748742132387,0.8879189152169246
Hc110723_hckcr1_21841_111323_6,219,-1,1.0,4.34,1.5362291495737215,3.418245163823098
Hc110723_hckcr1_21841_111323_6,220,-1,0.12,1.7999999999999998,0.4749736834815166,2.521904042583698
Hc110723_hckcr1_21841_111323_6,221,-1,0.04,1.0399999999999998,0.28,1.2483589227461787
Hc110723_hckcr1_21841_111323_6,224,-1,0.38000000000000006,0.28,0.8340263784797217,0.7493997598078079
Hc110723_hckcr1_21841_111323_6,225,-1,0.26000000000000006,0.25999999999999995,0.6726068688320095,0.6726068688320095
Hc110723_hckcr1_21841_111323_6,227,-1,0.13999999999999999,0.30000000000000004,0.5834380858325928,0.7681145747868608
Hc110723_hckcr1_21841_111323_6,228,2,2.4199999999999995,2.54,1.4777009169652702,1.5454449197561198
Hc110723_hckcr1_21841_111323_6,229,3,2.48,1.14,2.7293955374771164,1.5557634781675522
Hc110723_hckcr1_21841_111323_6,230,-1,0.44,0.18000000000000002,0.8284926070883193,0.5723635208501674
Hc110723_hckcr1_21841_111323_6,231,2,5.6000000000000005,6.279999999999999,3.149603149604724,3.1371324485905916
Hc110723_hckcr1_21841_111323_6,232,2,6.42,8.0,2.874647804514494,2.8982753492378874
Hc110723_hckcr1_21841_111323_6,233,2,5.24,4.78,2.015539629975059,2.2431228232087514
Hc110723_hckcr1_21841_111323_6,236,2,5.36,6.18,2.017523234066958,2.3168081491569383
Hc110723_hckcr1_21841_111323_6,237,2,4.42,4.08,2.7172780498138205,2.313784778236731
Hc110723_hckcr1_21841_111323_6,238,-1,3.619999999999999,4.5,2.1296948138172285,1.9261360284258222
Hc110723_hckcr1_21841_111323_6,239,4,0.7600000000000001,1.22,1.4636939570825591,1.6945795938816213
Hc110723_hckcr1_21841_111323_6,240,2,10.28,10.42,4.19542608086473,4.393586234501379
Hc110723_hckcr1_21841_111323_6,241,3,3.38,2.1199999999999997,1.4884891669071694,3.9173460403696785
Hc110723_hckcr1_21841_111323_6,242,4,4.06,3.1799999999999997,3.0127064244628947,2.0414700585607424
Hc110723_hckcr1_21841_111323_6,243,4,5.1,3.8,4.274342054632501,2.8913664589601917
Hc110723_hckcr1_21841_111323_6,244,2,5.160000000000001,5.619999999999999,2.248199279423423,2.013852030314045
Hc110723_hckcr1_21841_111323_6,245,-1,1.88,3.64,1.6203703280423276,2.1237702323933254
Hc110723_hckcr1_21841_111323_6,246,4,1.8199999999999996,3.0400000000000005,1.8131740126088285,2.473539973398449
