,x,y,waveform,color
637,-0.4925427,2.1045184,"[ 0.04672873  0.0503759   0.05753135  0.06493673  0.06247393  0.05832397
  0.05978457  0.06174852  0.06417105  0.07201158  0.08036169  0.08084668
  0.07777911  0.0873508   0.09457608  0.06405172  0.06499462  0.13956005
  0.08885199 -0.2311748  -0.54475899 -0.53789453 -0.32936951 -0.17874281
 -0.10711431 -0.04675095 -0.01187956 -0.01684663 -0.03393656 -0.04682816
 -0.05132981 -0.04170197 -0.02255338  0.00490534  0.04128924  0.07431169
  0.08915749  0.0875323   0.08328139  0.0916877   0.10703691  0.11076832
  0.09785128  0.07553592  0.05229219  0.04072543  0.04645277  0.05415023
  0.04858646  0.03324436]",1
638,4.2434163,8.196282,"[ 0.0550501   0.04692106  0.05104697  0.05672814  0.05789286  0.06622579
  0.07613591  0.07133281  0.06066563  0.05178973  0.03821372  0.02657028
  0.03282377  0.03971029  0.03454958  0.04259669  0.05908204 -0.00350438
 -0.20109513 -0.43380475 -0.53099227 -0.45508114 -0.30948961 -0.17251228
 -0.05555062  0.02930609  0.05858493  0.0485491   0.03399347  0.03229829
  0.04167037  0.05374751  0.06325153  0.0763829   0.1001539   0.1246844
  0.12569832  0.10568518  0.09133065  0.08503998  0.06882882  0.05057456
  0.04371007  0.03943303  0.02733862  0.02146717  0.02912034  0.03163398
  0.024921    0.02131603]",4
639,2.0432215,8.247586,"[ 0.03310312  0.03734527  0.04341394  0.05173961  0.05959286  0.06465111
  0.07329907  0.08243308  0.07941827  0.07018807  0.07061229  0.07262034
  0.06837621  0.06546254  0.05339749  0.03067885  0.03110306  0.01208082
 -0.15884006 -0.44329375 -0.58339143 -0.46368083 -0.2509236  -0.1050221
 -0.02278354  0.02716661  0.04439826  0.04212872  0.03223178  0.01916922
  0.01963614  0.04061188  0.06247448  0.07716007  0.09217864  0.10166262
  0.0996317   0.0951289   0.08973343  0.07511644  0.05895598  0.05475729
  0.05711295  0.05092631  0.03733702  0.02882267  0.02880376  0.02850802
  0.0213665   0.01242566]",2
640,1.6489766,10.062754,"[ 3.80370799e-02  3.44141171e-02  1.87521430e-02  2.10727331e-02
  4.43545626e-02  5.70663347e-02  5.62019483e-02  6.21793495e-02
  6.51324088e-02  5.71397872e-02  5.95117357e-02  6.33022816e-02
  5.11595991e-02  3.81116961e-02  2.80487399e-02 -4.72887912e-04
 -2.02984853e-02 -1.69950698e-02 -9.92994776e-02 -3.25810842e-01
 -5.19702788e-01 -4.99660618e-01 -3.36874987e-01 -1.82320465e-01
 -5.59280976e-02  5.05097316e-02  1.05793482e-01  1.10630964e-01
  1.13357529e-01  1.28425365e-01  1.42189631e-01  1.50441759e-01
  1.45954255e-01  1.33891323e-01  1.20617878e-01  9.31681813e-02
  5.41801397e-02  3.80885398e-02  4.27683014e-02  4.13829890e-02
  3.05455718e-02  1.75367327e-02 -1.21967553e-03 -1.92292494e-03
  2.30491007e-02  4.83498671e-02  5.32212936e-02  4.42708446e-02
  2.49275655e-02  1.07429016e-03]",0
641,-0.5351272,2.226392,"[ 0.0472466   0.04412353  0.0477062   0.05325389  0.05474543  0.05575173
  0.06435018  0.07553534  0.07481998  0.06742295  0.07118044  0.0789072
  0.08045319  0.0936442   0.09518647  0.05936712  0.07542332  0.15201807
  0.04103226 -0.33041947 -0.5915294  -0.48865008 -0.25154592 -0.13057202
 -0.08179909 -0.03280104 -0.01712381 -0.03485477 -0.04591091 -0.0493145
 -0.05870834 -0.0594169  -0.03857332 -0.00069239  0.04110774  0.07327671
  0.09081801  0.09306223  0.08935077  0.09352692  0.10851481  0.11409106
  0.09456968  0.06674656  0.05736458  0.06139746  0.05821548  0.04871461
  0.04190844  0.03279896]",1
642,1.8900331,10.309436,"[-3.24441136e-02 -8.93925202e-02 -8.42372151e-02 -2.46698565e-02
  8.53257199e-03 -3.21607257e-02 -3.97191108e-02  5.78225528e-02
  1.53912842e-01  1.47590821e-01  8.12446296e-02  1.02990522e-03
 -3.58899122e-02  1.67029135e-02  6.92504092e-02  1.29937387e-02
 -3.61364099e-02 -4.72568736e-03 -9.56934074e-02 -3.64691456e-01
 -4.92113365e-01 -3.43991861e-01 -1.79030270e-01 -1.39602501e-01
 -9.16665659e-02  2.96999369e-02  1.17687696e-01  1.51620153e-01
  1.56687421e-01  1.23711048e-01  6.35886396e-02  7.87671746e-02
  1.97373897e-01  2.71118994e-01  2.04164552e-01  1.32257894e-01
  1.29060161e-01  7.47667174e-02 -1.16856237e-02  3.40965384e-04
  9.09442650e-02  1.36405541e-01  1.05727814e-01  1.09423478e-02
 -8.19494562e-02 -1.03842137e-01 -7.88800306e-02 -7.93457726e-02
 -6.35528015e-02 -2.46485829e-02]",0
643,-0.59461147,3.5599642,"[ 0.0401522   0.04818652  0.05246914  0.05670577  0.05879664  0.05847913
  0.0619429   0.06765436  0.06881619  0.07501439  0.080669    0.07508587
  0.07948147  0.09771174  0.08611716  0.07948316  0.1344238   0.09987852
 -0.19124634 -0.52909177 -0.57599204 -0.37824771 -0.19374962 -0.0864814
 -0.00738782  0.029248    0.02385565  0.01731346  0.01230756 -0.00758372
 -0.02862097 -0.0343185  -0.02606915 -0.00617513  0.01972728  0.04192657
  0.05776505  0.07041434  0.0790228   0.07985569  0.07346683  0.06810557
  0.06755664  0.06530698  0.05781065  0.04922113  0.0440099   0.04089374
  0.03678422  0.03044719]",1
644,0.3859887,10.7953825,"[ 0.10911768  0.11472106  0.07761627 -0.01035773 -0.06827025 -0.04456849
 -0.00961989 -0.03544396 -0.08356718 -0.08758288 -0.07196724 -0.0595744
 -0.04160706 -0.01985087 -0.00966084  0.01404304  0.07517752  0.08242465
 -0.09724607 -0.39450458 -0.53780479 -0.39807706 -0.14376336  0.04129531
  0.12782658  0.18443337  0.23527174  0.23762227  0.16920883  0.11139716
  0.12977634  0.14144812  0.10171298  0.08605688  0.09740397  0.05169239
 -0.03082308 -0.05490179 -0.01977396 -0.0006835  -0.02281659 -0.04645068
 -0.0499513  -0.03463503 -0.00241207  0.0211083  -0.00507801 -0.05490401
 -0.0545609  -0.01505803]",0
645,-0.40071687,2.1672046,"[ 0.03984892  0.04390245  0.04673463  0.05098075  0.05585841  0.05950143
  0.06383545  0.06869877  0.06967869  0.07109168  0.08048863  0.08616602
  0.08040671  0.08667744  0.09963811  0.08395053  0.0820103   0.12253968
  0.03619248 -0.28979034 -0.58532677 -0.5476557  -0.30282404 -0.13222552
 -0.0637992  -0.01279568  0.01463588  0.00740929 -0.00319494 -0.00998161
 -0.02192522 -0.02877129 -0.02185386 -0.0057881   0.01710969  0.04379602
  0.06544368  0.07688188  0.08087188  0.07954742  0.07481711  0.07020813
  0.06709688  0.06306634  0.05647522  0.05037998  0.0471615   0.04332441
  0.03641671  0.0293958 ]",1
646,1.4454515,10.730581,"[ 0.11770246  0.13232718  0.13838987  0.10379876  0.02276677 -0.03406779
 -0.03994371 -0.0235603  -0.01404232 -0.02062955 -0.03182006 -0.0241215
  0.01584946  0.04619577  0.03879844  0.04163067  0.05896975 -0.01925514
 -0.22037325 -0.42011519 -0.49821958 -0.42073245 -0.24475063 -0.08738773
  0.00226124  0.08134001  0.15219064  0.1611832   0.15156884  0.16875453
  0.15942259  0.12168673  0.11757124  0.1179337   0.07202311  0.02840659
  0.02224599  0.02703783  0.04402443  0.08476441  0.0839927   0.00910403
 -0.04372766 -0.03332092 -0.02626688 -0.04170724 -0.03064095  0.00391941
  0.0171228   0.00162589]",0
647,1.8737532,10.789973,"[ 0.06797279  0.11918908  0.10723258  0.03559095  0.01254275  0.04119435
  0.03767657  0.00938107  0.00835453  0.01276452 -0.00050481  0.01211382
  0.0378558   0.03295192  0.0049443  -0.01924351 -0.05899598 -0.14521988
 -0.28360434 -0.42694811 -0.48767068 -0.41352116 -0.23888844 -0.06620805
  0.03569702  0.10739498  0.18801718  0.2165388   0.14994054  0.07124095
  0.0642553   0.09689296  0.10133327  0.07768103  0.06589651  0.08562156
  0.09613527  0.06155465  0.01883677  0.02101833  0.05725537  0.07832956
  0.05892918  0.02450597  0.02094298  0.05298802  0.0795541   0.05198413
  0.01117603  0.01946457]",0
648,2.007375,7.7663593,"[ 0.04481678  0.04885345  0.05435871  0.05855117  0.05604342  0.0537276
  0.0607374   0.06895881  0.07046821  0.06633835  0.06132102  0.0539178
  0.05218268  0.06302245  0.06857928  0.0559386   0.0529673   0.03292013
 -0.12301491 -0.40388124 -0.57802175 -0.49755265 -0.29086968 -0.13272816
 -0.04427524  0.01737919  0.05883284  0.07157779  0.06013342  0.04501061
  0.0423728   0.04122884  0.03307261  0.03622545  0.05956877  0.08052707
  0.08290858  0.08021353  0.08120831  0.08019922  0.07178344  0.063752
  0.05675997  0.04794319  0.04143195  0.03897091  0.03045172  0.01641262
  0.01025602  0.01114826]",2
649,3.451035,7.283709,"[ 0.00280798 -0.00085023 -0.00888921  0.01106296  0.03217361  0.02148708
  0.01252269  0.04399966  0.0755768   0.06649299  0.03530681  0.0156583
  0.01194407  0.01322071  0.01257876  0.03223442  0.07876449  0.06608377
 -0.10792907 -0.3640215  -0.50606067 -0.45760658 -0.32595589 -0.20441722
 -0.10478143 -0.03420796  0.02051354  0.07361492  0.11472116  0.11191641
  0.0823749   0.07966178  0.10957988  0.13752211  0.15242654  0.15320207
  0.13832083  0.11566632  0.11146269  0.10919467  0.09291465  0.07724082
  0.07032459  0.04721039  0.01062377 -0.0124053  -0.01424224 -0.01525719
 -0.02578472 -0.01905414]",0
650,7.234663,3.7765002,"[ 0.05002522  0.05346573  0.05290839  0.05336976  0.05831721  0.06390893
  0.07023946  0.07790313  0.08389494  0.08762015  0.09301193  0.09977543
  0.10342935  0.10631112  0.1106732   0.11777981  0.13055673  0.10168893
 -0.06001849 -0.33177191 -0.52057273 -0.49644637 -0.35358571 -0.22617875
 -0.13300194 -0.05777907 -0.01200746  0.00891215  0.02283838  0.0289097
  0.02348904  0.02049668  0.02210433  0.02047403  0.01628828  0.01861405
  0.02660535  0.03176822  0.03325514  0.03349956  0.03417618  0.03712525
  0.04373623  0.05254184  0.05832838  0.05807778  0.05433841  0.05352238
  0.05353632  0.05140082]",11
651,0.24049309,5.9512835,"[ 0.03796871  0.02212     0.05391732  0.06470445  0.04917223  0.02988588
  0.0250949   0.04075382  0.07620458  0.08184041  0.06460157  0.09836221
  0.16988159  0.20656031  0.18257967  0.13898377  0.07967841 -0.04763674
 -0.25951468 -0.44308438 -0.47541087 -0.38459075 -0.27672891 -0.18313498
 -0.09716545 -0.04317574 -0.05387969 -0.07500419 -0.04061234  0.02358523
  0.05837332  0.05408506  0.0376475   0.02983376  0.02154968  0.00089322
 -0.01029743  0.01345186  0.0525573   0.06779374  0.07054404  0.07765166
  0.05702848  0.0097694   0.00938799  0.0461028   0.04748117  0.04791222
  0.08599513  0.10585964]",3
652,-0.45585218,2.8212068,"[ 0.05607042  0.05407439  0.04515107  0.04583053  0.05603228  0.06391889
  0.0655213   0.07017964  0.08103215  0.08770667  0.08087848  0.07256698
  0.07949888  0.09709986  0.09573726  0.0857948   0.10350175  0.08587606
 -0.10801773 -0.42229136 -0.58264096 -0.46500876 -0.24592379 -0.10585343
 -0.03986635 -0.00439353  0.00180113 -0.01030685 -0.02003997 -0.02439422
 -0.02995022 -0.03269688 -0.02294148  0.00451864  0.03913476  0.06585651
  0.07541136  0.07994944  0.08990881  0.09107961  0.07419485  0.06318589
  0.07026032  0.07900249  0.0765453   0.06692885  0.05589717  0.04900588
  0.04609143  0.03630489]",1
653,-0.4167278,2.3650386,"[ 0.02883071  0.03354706  0.04062899  0.04815843  0.05783957  0.06173761
  0.06054443  0.06567819  0.07774592  0.08538976  0.08503897  0.08211422
  0.08857     0.11112084  0.11435494  0.08007848  0.08444904  0.12608497
  0.00077267 -0.34612298 -0.59635445 -0.51009463 -0.27039775 -0.1193339
 -0.05118718 -0.00373704  0.00911987 -0.00648377 -0.01553191 -0.01807519
 -0.02623442 -0.03416915 -0.02368235  0.00767734  0.04073478  0.06010239
  0.07264959  0.08200954  0.08200162  0.07788173  0.07623831  0.0726206
  0.06688851  0.06378523  0.05703548  0.04424323  0.0356811   0.03596085
  0.0382116   0.03449695]",1
654,-0.5849699,3.247764,"[ 0.04244682  0.04914955  0.0500476   0.05197671  0.05893743  0.06662061
  0.07534858  0.08009913  0.07382582  0.07322188  0.08500982  0.08430122
  0.07695817  0.08835692  0.0864036   0.06818067  0.10515909  0.11382338
 -0.11974306 -0.48900775 -0.60934434 -0.41140699 -0.18929614 -0.09421703
 -0.03848488  0.01247096  0.02091221  0.00291157 -0.00639783 -0.00985683
 -0.01844719 -0.02679817 -0.02402399 -0.00430081  0.02928869  0.0638935
  0.08322271  0.08630789  0.07886242  0.06728321  0.05949173  0.05795852
  0.05722818  0.05343465  0.04901508  0.04484235  0.03842359  0.03526503
  0.03713123  0.03685121]",1
655,-0.4019164,2.193333,"[ 0.03537189  0.03663168  0.04432213  0.05449575  0.06020674  0.06594451
  0.07302464  0.07718881  0.07972538  0.08502506  0.08885312  0.07768617
  0.06144335  0.0765322   0.10191385  0.08674548  0.07949219  0.1164819
  0.02204641 -0.31117874 -0.59580818 -0.53708324 -0.28256415 -0.11279377
 -0.04630819 -0.00507995  0.00928233 -0.00256149 -0.01150668 -0.01603076
 -0.02358744 -0.02488511 -0.01731989 -0.00190819  0.02107571  0.04396999
  0.0638334   0.0787545   0.08500447  0.08421875  0.08390036  0.08151945
  0.07164962  0.06417245  0.06266889  0.05533688  0.04260107  0.03303281
  0.02549735  0.01861453]",1
656,0.10395808,10.773692,"[ 0.02694291  0.03775609  0.02666694  0.00562826 -0.00364571 -0.00681536
 -0.00532536 -0.00201185 -0.00211301 -0.00584247 -0.00094232 -0.00290486
 -0.03132945 -0.04153666 -0.01421781 -0.01854061 -0.03987575  0.00726578
 -0.01460724 -0.28382793 -0.54559672 -0.40440001  0.00644464  0.27025126
  0.31746591  0.31401469  0.29135621  0.22125115  0.14355457  0.08162076
  0.0278121  -0.00535908 -0.00971371 -0.00721941 -0.01388509 -0.02276332
 -0.0240306  -0.02945676 -0.03889549 -0.03167117 -0.01126325 -0.01167461
 -0.03586086 -0.05114915 -0.03331412 -0.02351252 -0.04441457 -0.04632425
 -0.00454704  0.03029366]",0
657,1.0162954,9.371031,"[ 0.05083811  0.0406863   0.03210268  0.03407444  0.03514405  0.0389048
  0.05734278  0.06491758  0.04710166  0.03709548  0.04750087  0.05402645
  0.05372652  0.05107446  0.02347934  0.01471765  0.07093781  0.03873985
 -0.24013892 -0.56534252 -0.59291146 -0.35243025 -0.11431208  0.0164132
  0.09003964  0.12482754  0.12329706  0.10949787  0.08238271  0.04415832
  0.01688515  0.00687536 -0.00208503 -0.00284102  0.01805729  0.0500477
  0.06710151  0.06670739  0.06612337  0.07548861  0.07777766  0.06387392
  0.04396302  0.02842383  0.01535038  0.00893513  0.01191683  0.01395691
  0.00528874 -0.00423199]",1
658,2.4824407,8.666844,"[ 1.41744204e-02 -1.11130261e-02  8.34161952e-03  5.19981061e-02
  6.12914594e-02  5.08303952e-02  6.84042478e-02  8.16311408e-02
  5.44162438e-02  3.76628398e-02  6.35350472e-02  1.02417067e-01
  1.18259925e-01  9.91194818e-02  5.91348128e-02  6.39408369e-02
  9.69738810e-02  1.36340753e-02 -2.34871465e-01 -4.70250122e-01
 -5.24223272e-01 -4.19780635e-01 -2.72891024e-01 -1.50847979e-01
 -5.99554522e-02  2.58178181e-02  7.78866173e-02  6.82277494e-02
  5.01482032e-02  7.51497637e-02  9.34069097e-02  8.88853261e-02
  9.84310045e-02  1.01637417e-01  7.98761961e-02  8.46972690e-02
  1.05627006e-01  7.37743552e-02  2.89934450e-02  2.59665990e-02
  3.48346128e-02  2.56794210e-02  1.49825922e-02 -3.57979125e-04
 -7.56735256e-03  9.58709458e-03  1.43860694e-02 -1.66886573e-02
 -2.30214177e-02  7.63199263e-03]",2
659,0.39413264,10.449681,"[ 0.0350548   0.02922257  0.02407084  0.01343173 -0.00057809  0.00400154
  0.01602136 -0.00323624 -0.04406033 -0.03780403  0.00305419  0.01145553
 -0.01542307 -0.01508681 -0.00214058 -0.04769441 -0.08765693 -0.03523503
 -0.04133092 -0.27953439 -0.53834656 -0.50428836 -0.23919912  0.00406051
  0.14536414  0.21915155  0.22063742  0.1890594   0.18442747  0.19492304
  0.16797669  0.10994206  0.06506507  0.04276548  0.03001791  0.04127183
  0.07531666  0.08648167  0.05522775  0.02180552  0.01285583  0.00225955
 -0.02026351 -0.04378401 -0.05202443 -0.04728575 -0.02946686 -0.00902129
 -0.01037784 -0.027428  ]",0
660,0.44394225,10.768326,"[ 0.03058957  0.03052664  0.02366942  0.02120716  0.02437209  0.02552674
  0.02518774  0.02621407  0.025257    0.0245593   0.02594379  0.02281042
  0.01448995  0.01236403  0.00889788 -0.00182495  0.00249531 -0.01169308
 -0.1637951  -0.437544   -0.58673277 -0.44981078 -0.16874493  0.0479605
  0.15554437  0.19394653  0.18781555  0.16227557  0.13777609  0.11734161
  0.10361406  0.09814547  0.08758668  0.06586864  0.04800342  0.03935073
  0.03085628  0.02134767  0.01862261  0.02157107  0.02326392  0.0173261
  0.00475319 -0.00534938 -0.00698372 -0.00530782 -0.00604467 -0.00772761
 -0.00883705 -0.01161479]",0
661,-0.2984577,4.0379024,"[ 4.76722257e-02  4.31592941e-02  4.98335973e-02  5.47336983e-02
  4.69635016e-02  4.15314368e-02  5.04025319e-02  5.89692724e-02
  6.28419025e-02  6.50162243e-02  6.22519479e-02  5.33750926e-02
  5.72586485e-02  7.19536454e-02  6.21064104e-02  4.46837061e-02
  6.88096066e-02  4.01344705e-02 -1.97275141e-01 -5.20370001e-01
 -6.10033147e-01 -4.12908958e-01 -1.65353360e-01 -1.04742780e-02
  7.93604161e-02  1.15061424e-01  9.51637747e-02  6.20059858e-02
  3.98304492e-02  1.80525841e-02  1.79038304e-03 -5.42215435e-03
 -8.48507349e-03  2.09322179e-04  2.47660172e-02  4.99316117e-02
  6.54173723e-02  7.29774851e-02  6.98301043e-02  5.88690206e-02
  5.07433793e-02  4.89866262e-02  4.45698091e-02  3.32314394e-02
  2.09120934e-02  1.69299727e-02  1.86033607e-02  1.42910281e-02
  9.07456722e-03  1.27634358e-02]",1
662,-0.2299202,2.4602492,"[ 0.01852599  0.02354791  0.03501119  0.04011487  0.04244529  0.05027897
  0.06219861  0.07029164  0.07336781  0.0778633   0.08462101  0.08557483
  0.08304734  0.09358724  0.10367948  0.09129322  0.09198886  0.09873578
 -0.03123276 -0.33677497 -0.5739124  -0.53282236 -0.31903766 -0.13786579
 -0.03215154  0.03504436  0.0638394   0.05625782  0.03653007  0.01461205
 -0.00915533 -0.0245744  -0.02463766 -0.01381485  0.00566195  0.03116642
  0.05336799  0.06282613  0.06364277  0.0655229   0.0677412   0.0661905
  0.05889939  0.05285205  0.05430368  0.05696396  0.0517521   0.03996126
  0.02990759  0.02268877]",1
663,0.2034145,10.385076,"[ 0.03074508  0.02010795  0.02010162  0.04992691  0.06676268  0.02611468
 -0.02736483 -0.03271077 -0.01550614 -0.02649843 -0.03088307 -0.01466437
 -0.00597973  0.00367643  0.00113497 -0.05123494 -0.03913686  0.10065637
  0.10036425 -0.22549695 -0.55308766 -0.52373153 -0.2656428  -0.02402344
  0.1468367   0.23631679  0.22804754  0.20201486  0.19934553  0.16020714
  0.07574926  0.03308547  0.04558329  0.03945406  0.01839114  0.03426886
  0.05463888  0.04273807  0.03536445  0.03549639  0.00802086 -0.01877504
 -0.01489624 -0.01320812 -0.02971697 -0.03586236 -0.03215648 -0.02831283
 -0.0084648   0.01613042]",0
664,0.16189523,10.379115,"[ 4.17973355e-02  3.88751436e-02  1.82791972e-02 -3.24407444e-03
 -2.47808914e-04  1.21361836e-02  4.58887209e-03 -6.14023092e-03
 -8.45388855e-03 -1.28002205e-02 -2.16828712e-02 -3.18356237e-02
 -3.15742478e-02 -1.70991987e-02 -2.19885510e-02 -4.13639056e-02
  2.63852051e-02  1.46254164e-01  5.01674635e-02 -3.15208476e-01
 -5.89004304e-01 -4.95035694e-01 -1.93553684e-01  5.75316414e-02
  1.88928730e-01  2.35820146e-01  2.31410714e-01  1.94990056e-01
  1.46521627e-01  1.11157294e-01  8.81510883e-02  5.44620526e-02
  1.98106500e-02  2.17931191e-02  3.47831240e-02  1.51646455e-02
 -1.55744017e-03  1.23578492e-02  1.95689512e-02  5.97687936e-03
  1.23186983e-02  3.35139172e-02  3.01015429e-02  1.25565199e-02
  6.03493855e-03  7.44586823e-03  1.50990781e-02  2.37301482e-02
  1.04883635e-02 -2.48601195e-02]",0
665,0.2757846,10.607811,"[-2.14334582e-03 -2.00085858e-02 -2.36277692e-03  1.91289288e-02
  1.48719128e-02 -1.30169775e-02 -2.79628913e-02 -1.16876868e-02
  1.51218600e-02  2.05158668e-02 -1.30453485e-04 -2.50320658e-02
 -2.38140643e-02 -1.92685454e-02 -3.75651310e-02  1.34062962e-02
  1.79505938e-01  1.99817721e-01 -1.46208108e-01 -5.52929404e-01
 -5.67180684e-01 -2.63036669e-01 -1.19823485e-03  1.26059337e-01
  1.99810604e-01  2.17030761e-01  1.74180085e-01  1.45391236e-01
  1.41871084e-01  1.05179591e-01  4.32565419e-02  2.08668841e-02
  3.37028825e-02  3.87853689e-02  4.26218291e-02  4.87925520e-02
  3.70212114e-02  1.51730957e-02  3.08376165e-03 -1.25503177e-02
 -3.99646149e-02 -4.65777435e-02 -2.65373090e-02 -2.23790176e-02
 -3.63426196e-02 -3.12137235e-02 -9.39951159e-03 -5.20549645e-03
 -8.67236320e-03  3.70090478e-03]",0
666,1.0480092,9.455884,"[ 0.04107354  0.02842724  0.01198734  0.01289368  0.04106541  0.06616521
  0.0545689   0.02407525  0.01904422  0.04439687  0.05216707  0.03749017
  0.04767124  0.05786354  0.00619325 -0.01885343  0.07015714  0.07590498
 -0.20487354 -0.5526385  -0.60162542 -0.37198012 -0.13326024  0.01135701
  0.09886446  0.12753696  0.10526535  0.07602183  0.0613413   0.04661334
  0.03452392  0.04167574  0.05887399  0.06797244  0.07035064  0.07377134
  0.07684843  0.07592563  0.0747199   0.06844531  0.0474997   0.02846069
  0.0298379   0.0333754   0.02165481  0.00899896  0.01421088  0.02129145
  0.01719077  0.00842151]",2
667,-0.4360944,2.1427796,"[ 0.0409852   0.04547428  0.04967284  0.05094106  0.05341206  0.05826681
  0.06436391  0.07179837  0.07620663  0.07879951  0.08477402  0.08554613
  0.07940256  0.08973741  0.1045621   0.08716777  0.08540249  0.12877535
  0.04181774 -0.28667544 -0.58210191 -0.54412018 -0.30001299 -0.12821225
 -0.05852127 -0.01171908  0.00728036 -0.00438603 -0.0138773  -0.01987862
 -0.03314443 -0.04026752 -0.03315023 -0.01507774  0.01371457  0.04656686
  0.06899623  0.07818191  0.08261209  0.08430569  0.07968396  0.07186146
  0.06630301  0.06173166  0.05704278  0.05259993  0.04739238  0.0404424
  0.03417191  0.02914556]",1
668,-0.44568753,2.0884984,"[ 0.03659903  0.04187678  0.04676989  0.0483587   0.05109486  0.05595339
  0.06114397  0.06747781  0.07166323  0.07399595  0.08290791  0.09004431
  0.08468896  0.09031213  0.10616046  0.09124722  0.08281449  0.12838597
  0.06508183 -0.254167   -0.57546714 -0.5606352  -0.31209019 -0.13114157
 -0.06146559 -0.01309709  0.0106632  -0.00136952 -0.0128351  -0.01744493
 -0.02859419 -0.03691255 -0.03256392 -0.01608637  0.01261375  0.04521655
  0.06745714  0.077823    0.08306025  0.08321146  0.07737794  0.07097639
  0.06667687  0.06203713  0.05665591  0.05105614  0.04530626  0.04035646
  0.03551576  0.02887844]",1
669,1.9647549,8.127675,"[ 0.04291585  0.04967687  0.05351658  0.05355218  0.05355885  0.05850418
  0.06368629  0.06265058  0.05915137  0.0601713   0.06602754  0.06982732
  0.06546898  0.06137131  0.07006596  0.07197984  0.04498906 -0.0081162
 -0.12435338 -0.34389176 -0.54752584 -0.54367074 -0.34476868 -0.13124674
  0.00656793  0.08535502  0.11460034  0.10216852  0.07885013  0.05723543
  0.03462913  0.0170662   0.01082536  0.01601804  0.03208936  0.04881685
  0.05712439  0.05910833  0.06128268  0.06023129  0.0529925   0.04858809
  0.05063924  0.05050444  0.04193607  0.03008585  0.0221865   0.01835253
  0.01462244  0.01086213]",2
670,1.7609023,9.585009,"[ 0.01974676  0.02789749  0.03262807  0.03625285  0.04170917  0.04538377
  0.04738215  0.05271841  0.05806144  0.05779128  0.06172409  0.06733062
  0.06632907  0.06600974  0.06381117  0.03077677 -0.04060424 -0.14941759
 -0.32582183 -0.51755527 -0.55364146 -0.37371296 -0.13765004  0.00764766
  0.07171004  0.09609071  0.0888519   0.07437382  0.07511855  0.07711588
  0.06761023  0.06198926  0.06924791  0.07999944  0.08199627  0.07795995
  0.07569331  0.07199501  0.06393776  0.05392203  0.04215248  0.03231526
  0.02759528  0.02692191  0.02397162  0.01707708  0.01293727  0.01240102
  0.01433362  0.01431514]",2
671,0.49960664,10.668973,"[ 0.02056355  0.00593581 -0.00395542  0.00600574  0.01185368  0.0161185
  0.03579665  0.05131771  0.03193042  0.0117496   0.01545579  0.00340826
 -0.02841306 -0.02158672  0.00504946 -0.00950282 -0.01999944  0.00198766
 -0.09419055 -0.36881993 -0.56351932 -0.46311157 -0.20508778 -0.00959629
  0.10325485  0.19533027  0.23786963  0.21576979  0.18338857  0.17237704
  0.15003659  0.10200247  0.07003677  0.06725858  0.0615322   0.03693132
  0.02111732  0.02149964  0.01730574  0.02199149  0.04747121  0.05794662
  0.02941572 -0.00311725 -0.01080298 -0.01052422 -0.0189751  -0.02013958
 -0.01576011 -0.02610657]",0
672,0.5044742,10.426134,"[ 0.02160153  0.02714001  0.02801959  0.01977715  0.0119236   0.01327756
  0.0176532   0.01741743  0.01658751  0.01753798  0.01657514  0.0144753
  0.01069261  0.01424672  0.02007816  0.00233864 -0.01730921  0.00467428
 -0.03545621 -0.27415572 -0.54912072 -0.54637499 -0.28829465 -0.05402812
  0.05927082  0.14119441  0.20699664  0.21598426  0.1918523   0.16993048
  0.14218245  0.10542435  0.08142955  0.07339255  0.06429022  0.04938312
  0.03548786  0.02690423  0.01829151  0.01065167  0.00804919  0.00795786
  0.00177972 -0.00839864 -0.01149419 -0.00989329 -0.01311645 -0.01598092
 -0.01169211 -0.0092898 ]",0
673,2.3311203,8.855412,"[ 0.0603155   0.06090056  0.06086672  0.06295327  0.06486308  0.06020617
  0.05737319  0.06539752  0.07621499  0.08150461  0.08945199  0.09221189
  0.07933794  0.07771038  0.08066755  0.03210123 -0.06162469 -0.13492526
 -0.22318186 -0.39356272 -0.52964602 -0.47424011 -0.28444387 -0.11816699
 -0.02124082  0.03896523  0.06632473  0.06133158  0.04579974  0.03121573
  0.02186878  0.01771044  0.02267031  0.03680649  0.05650269  0.07630622
  0.09657399  0.11303993  0.11134027  0.08830227  0.0657339   0.06029435
  0.06602182  0.06871143  0.06315684  0.05160822  0.04053089  0.02928196
  0.0166258   0.01053982]",2
674,1.6607863,7.6772857,"[ 0.03907095  0.04922454  0.06702382  0.0708876   0.0654918   0.06563115
  0.05994047  0.04389656  0.03490218  0.03997747  0.04942831  0.05706895
  0.0601921   0.05609094  0.041313    0.03292997  0.05984143  0.06431486
 -0.07899933 -0.35621537 -0.5517117  -0.51714605 -0.33874052 -0.15884251
 -0.01954327  0.06353975  0.07708249  0.06536263  0.07328477  0.07698703
  0.05523532  0.05594326  0.09555529  0.11630657  0.1003792   0.08274062
  0.08015331  0.07392806  0.06369751  0.0622138   0.0616847   0.05107525
  0.03454697  0.02798698  0.02799072  0.01287089 -0.013465   -0.01275938
  0.01341182  0.01781675]",2
