,x,y,waveform,color
1565,9.0957985,5.097224,"[ 0.05787991  0.03858661  0.10611316  0.11575982  0.08681986  0.05787991
  0.04823326  0.05787991  0.06752656  0.08681986  0.08681986  0.10611316
  0.12540646  0.09646652  0.04823326  0.05787991  0.0192933  -0.07717321
 -0.24116628 -0.35692609 -0.414806   -0.38586606 -0.3376328  -0.27010624
 -0.20257968 -0.10611316 -0.07717321 -0.06752656 -0.02893995 -0.04823326
 -0.0192933   0.02893995  0.04823326  0.05787991  0.06752656  0.10611316
  0.10611316  0.05787991  0.06752656  0.06752656  0.12540646  0.11575982
  0.11575982  0.13505312  0.10611316  0.02893995  0.03858661  0.05787991
  0.04823326  0.00964665]",11
1566,6.4605284,9.71157,"[ 0.03944343  0.0303411   0.03539795  0.05865946  0.06169357  0.04854576
  0.05157987  0.06472768  0.06169357  0.05764809  0.05259124  0.0505685
  0.05562535  0.05157987  0.05259124  0.04854576  0.01719329 -0.07888686
 -0.28419497 -0.47230981 -0.48444624 -0.38027513 -0.28419497 -0.19822853
 -0.12844399 -0.06978453 -0.02528425 -0.00505685  0.01921603  0.03236384
  0.05259124  0.07180727  0.09911426  0.12642125  0.13653495  0.12136441
  0.11529618  0.10518248  0.09304604  0.0707959   0.06472768  0.06675042
  0.05562535  0.05562535  0.03337521  0.02326151  0.02932973  0.02629562
  0.01213644 -0.00202274]",7
1567,5.217732,7.0248814,"[ 0.03795454  0.03990426  0.04224392  0.04484355  0.05108265  0.05355229
  0.05524205  0.06096123  0.06213106  0.06005136  0.06148115  0.05849158
  0.05602194  0.05693181  0.05199252  0.03938433  0.03106553 -0.01260819
 -0.17404495 -0.42139935 -0.53630281 -0.46377325 -0.32222362 -0.21147956
 -0.12309229 -0.05771169 -0.0215769  -0.00181974  0.01845734  0.03015566
  0.03665473  0.0458834   0.05823162  0.06798022  0.07577909  0.0785087
  0.08539771  0.08604762  0.08383793  0.08045842  0.0778588   0.07213962
  0.06148115  0.05264242  0.04250388  0.03626478  0.03327521  0.027816
  0.02196684  0.01741749]",7
1568,4.157132,5.095003,"[ 0.0355687   0.03984875  0.04530951  0.04516192  0.05077026  0.05254132
  0.05578825  0.05755931  0.05696896  0.05844484  0.0613966   0.06080624
  0.05298408  0.05327926  0.0503275   0.03305971  0.01992438  0.002509
 -0.09814601 -0.3522925  -0.54253341 -0.50637433 -0.34801245 -0.22315301
 -0.13932305 -0.07158017 -0.02508996 -0.00073794  0.01815332  0.03025553
  0.03689699  0.04250533  0.05298408  0.05918278  0.06538147  0.07305605
  0.08058303  0.08323962  0.08058303  0.08176374  0.07925474  0.07659816
  0.06877599  0.0625773   0.05490273  0.04944197  0.0392584   0.03394523
  0.02582789  0.01903885]",4
1569,4.730237,7.037069,"[ 0.03138793  0.03138793  0.03452672  0.05022069  0.06591465  0.05649827
  0.06277586  0.05649827  0.06905345  0.06277586  0.0470819   0.0439431
  0.0439431   0.03138793  0.00941638 -0.00313879 -0.02511035 -0.05335949
 -0.17263362 -0.3735164  -0.50534568 -0.47395779 -0.35468362 -0.21657673
 -0.10044138 -0.03766552 -0.01883276  0.00313879  0.02197155  0.05963707
  0.07846983  0.06905345  0.08474742  0.09730259  0.12555173  0.1412457
  0.12555173  0.11299655  0.10044138  0.10671897  0.05963707  0.0470819
  0.0439431   0.02824914  0.01883276  0.          0.00941638 -0.00313879
 -0.00313879 -0.00941638]",4
1570,3.362185,5.878249,"[ 0.02142565  0.02165359  0.02644017  0.03350608  0.04216751  0.0469541
  0.04786583  0.04740996  0.04877756  0.04991722  0.05174068  0.05174068
  0.0469541   0.04877756  0.04193958  0.02142565  0.01527148  0.01185249
 -0.08091604 -0.3519278  -0.5755296  -0.52287715 -0.33141387 -0.19191917
 -0.1094076  -0.04832169 -0.00615418  0.01253629  0.03099882  0.0455865
  0.04968929  0.05242448  0.06473283  0.074306    0.08068811  0.08684229
  0.08889367  0.08570262  0.0813719   0.0736222   0.06860768  0.06085798
  0.04991722  0.04535857  0.03510161  0.02940329  0.02051393  0.01344802
  0.01116869  0.00569831]",4
1571,9.529293,8.055538,"[ 0.05049297  0.05655213  0.06382312  0.07109411  0.0747296   0.07594143
  0.07796115  0.08442425  0.08927157  0.09007947  0.09209918  0.09169524
  0.08644397  0.08805974  0.08805974  0.03918255 -0.07998087 -0.2262085
 -0.32153925 -0.3542587  -0.37041644 -0.36152968 -0.31628797 -0.24923332
 -0.18783386 -0.13087779 -0.07715326 -0.03069973 -0.00201972  0.02100508
  0.04564565  0.06624678  0.07917298  0.08725186  0.09654256  0.10098594
  0.10462144  0.10381355  0.10017806  0.0941189   0.09250313  0.08927157
  0.08563608  0.08159664  0.07109411  0.06301523  0.05655213  0.04443381
  0.03150761  0.02464057]",8
1572,9.207431,8.57844,"[ 0.05637072  0.06265408  0.06642409  0.06821934  0.0716303   0.07504127
  0.08006796  0.07557985  0.06965554  0.06534694  0.06696266  0.0642698
  0.05816596  0.05439595  0.04218827  0.02477439 -0.02082485 -0.124231
 -0.28903456 -0.42457562 -0.45258143 -0.38687545 -0.29370221 -0.21219805
 -0.15331398 -0.10645807 -0.06534694 -0.03428919 -0.01184862  0.00502669
  0.02674916  0.04541972  0.06229503  0.07557985  0.09173705  0.10089281
  0.10556045  0.10717617  0.11453668  0.11058714  0.1037652   0.09748184
  0.08976229  0.08006796  0.0716303   0.06049978  0.04883069  0.04182922
  0.03716159  0.02387677]",6
1573,6.5308824,8.800121,"[ 0.03710547  0.04311445  0.04641939  0.05002478  0.05423107  0.05798668
  0.06039028  0.06519746  0.07180734  0.0764643   0.07000465  0.0691033
  0.07165712  0.07421093  0.06715038  0.05302927  0.02914357 -0.06684993
 -0.28722936 -0.49949669 -0.52999229 -0.40034846 -0.2586867  -0.1626932
 -0.09689484 -0.04867276 -0.01847762 -0.00345517  0.01216819  0.01997987
  0.02478705  0.02959424  0.03710547  0.0422131   0.04732074  0.04987455
  0.05543286  0.05693511  0.06219297  0.06519746  0.06775128  0.07060555
  0.06820195  0.0605405   0.05723556  0.05483197  0.04807186  0.04326467
  0.03875794  0.03259873]",8
1574,7.489693,9.078311,"[ 0.04710573  0.04784368  0.05116445  0.05645308  0.05977385  0.0605118
  0.06088078  0.06309462  0.06395556  0.06518547  0.06346359  0.05706804
  0.05239436  0.04562983  0.03197778  0.01574291 -0.00811744 -0.10257488
 -0.29837731 -0.46453876 -0.49012098 -0.40537987 -0.29739336 -0.20293592
 -0.11721087 -0.0489506  -0.0086094   0.01709581  0.03259274  0.04071018
  0.04169411  0.04587582  0.05018052  0.057683    0.06666137  0.07834557
  0.08818488  0.09261258  0.09335052  0.08916882  0.08474112  0.08117437
  0.07133505  0.06026582  0.05104146  0.04636778  0.04009522  0.03197778
  0.02570522  0.0201706 ]",8
1575,9.049917,8.597741,"[ 0.06534381  0.06250278  0.07386692  0.06818485  0.05397967  0.0482976
  0.04261553  0.05966174  0.05397967  0.04261553  0.04261553  0.05966174
  0.0482976   0.02841035  0.02272828  0.03125139 -0.00284104 -0.10795934
 -0.30683179 -0.42899631 -0.45172461 -0.37785769 -0.30399076 -0.24148799
 -0.17330314 -0.10795934 -0.05113864 -0.01420518  0.01136414  0.00852311
  0.02272828  0.02556932  0.04545657  0.07386692  0.0965952   0.10227727
  0.1051183   0.12216451  0.12500555  0.09943623  0.08523106  0.07386692
  0.08807209  0.08807209  0.07954899  0.05966174  0.04545657  0.03693346
  0.04545657  0.02556932]",6
1576,3.575742,9.696181,"[ 0.04383575  0.04204654  0.03779715  0.04383575  0.04629592  0.04786148
  0.04696688  0.04808514  0.04517766  0.04338845  0.04159923  0.03690255
  0.03578429  0.04025732  0.03198221  0.00872242  0.0129718  -0.01118259
 -0.21560033 -0.52960746 -0.59222993 -0.38647032 -0.19032768 -0.11696989
 -0.06910841 -0.02012866 -0.00313113  0.00246017  0.01319546  0.02303613
  0.02236518  0.02952204  0.03802081  0.05390008  0.06888475  0.08252751
  0.09460471  0.1062346   0.10891842  0.10466904  0.09348645  0.08051465
  0.06799015  0.05949138  0.05166356  0.0431648   0.03041665  0.02012866
  0.01364276  0.00782781]",5
1577,4.800332,8.09105,"[ 0.05043346  0.06595144  0.05819245  0.06983094  0.06207195  0.06207195
  0.05043346  0.04655396  0.03103597  0.02715648  0.03879497  0.05043346
  0.01939748  0.01551799  0.01163849 -0.00775899 -0.01163849 -0.04267446
 -0.20561332 -0.44226262 -0.53925004 -0.4655396  -0.28320326 -0.16681836
 -0.10862591 -0.05431295 -0.02715648 -0.01163849  0.00775899  0.03103597
  0.05043346  0.06595144  0.06983094  0.07758993  0.07371044  0.10086691
  0.09698742  0.1125054   0.1125054   0.09698742  0.07758993  0.06207195
  0.04267446  0.03103597  0.02327698  0.02715648  0.01551799  0.02327698
  0.03491547  0.01939748]",4
1578,6.372319,4.939761,"[ 0.02870517  0.05219122  0.07567727  0.07306771  0.07567727  0.06001991
  0.07567727  0.07828683  0.06523902  0.06262946  0.05741034  0.0469721
  0.03653386  0.0469721   0.03392429  0.02348605  0.00521912 -0.03914342
 -0.13308761 -0.32880468 -0.50364528 -0.4958166  -0.36011943 -0.24007962
 -0.15135454 -0.07828683 -0.01826693  0.00782868  0.01565737  0.02348605
  0.03392429  0.0469721   0.05480078  0.04958166  0.06262946  0.08089639
  0.09133464  0.08611551  0.06784858  0.07828683  0.08872508  0.09655376
  0.10960156  0.08872508  0.08350595  0.07045814  0.0469721   0.03653386
  0.03914342  0.03131473]",9
1579,3.731762,9.888494,"[ 0.0256188   0.03350151  0.03497952  0.02956016  0.03103817  0.03497952
  0.04434024  0.04138422  0.04089155  0.03990621  0.04236956  0.0369502
  0.03399418  0.04089155  0.03005283  0.01133139  0.02217012 -0.00985339
 -0.22564255 -0.51631743 -0.58184245 -0.41236421 -0.23697393 -0.13597673
 -0.06059832 -0.00591203  0.01231673  0.02906749  0.03103817  0.03941354
  0.05271561  0.07192972  0.08818781  0.09262183  0.09656318  0.09015848
  0.0817831   0.07685641  0.07094438  0.05912031  0.04680359  0.03892088
  0.0369502   0.03448685  0.02463346  0.02364813  0.0192141   0.01872143
  0.01625809  0.01182406]",5
1580,7.769532,4.618262,"[ 0.0399673   0.03957353  0.04528314  0.05197717  0.05374912  0.06280575
  0.06753095  0.0716655   0.07264991  0.07304368  0.07954083  0.08013148
  0.07717823  0.06772783  0.06713718  0.0669403   0.05296159 -0.00787533
 -0.15730971 -0.3486802  -0.46366001 -0.44830312 -0.36403709 -0.27878666
 -0.19412686 -0.12009878 -0.07127173 -0.03386392 -0.01299429  0.00255948
  0.02205092  0.0340608   0.04784263  0.06064004  0.0728468   0.08643174
  0.0939133   0.0974572   0.09942603  0.09588213  0.09548837  0.08269096
  0.07245303  0.0681216   0.06359328  0.05591484  0.05414289  0.04784263
  0.0423299   0.03071378]",11
1581,7.4353504,7.78915,"[ 0.04898629  0.05770553  0.06563211  0.06579064  0.06293708  0.06515652
  0.06563211  0.06943687  0.07022953  0.07324164  0.07181485  0.06420533
  0.06214441  0.05722993  0.05152279  0.04787656  0.02584066 -0.06103469
 -0.26379671 -0.46164423 -0.510472   -0.4243893  -0.29423478 -0.18976242
 -0.11556959 -0.06816862 -0.03281606 -0.00824365  0.01030456  0.02124324
  0.03107221  0.04280355  0.05279105  0.06166882  0.06610771  0.06816862
  0.06753449  0.07213191  0.07419282  0.07133925  0.06547358  0.06531505
  0.06372973  0.06008351  0.05215692  0.05057161  0.04613272  0.04010851
  0.03757201  0.03392578]",7
1582,4.2422967,6.955966,"[ 0.03798154  0.03546469  0.0359223   0.03866795  0.0410704   0.04026958
  0.04072719  0.04232882  0.04072719  0.03798154  0.04175681  0.04335844
  0.03821034  0.04187121  0.04278643  0.02528289  0.00457609 -0.02654131
 -0.15329898 -0.38187462 -0.53849123 -0.49318796 -0.33577051 -0.20008948
 -0.10536445 -0.03466387  0.00583451  0.02905817  0.0464473   0.05857394
  0.0668109   0.06932775  0.07836552  0.08992015  0.09952993  0.10639407
  0.10708048  0.10536445  0.09861471  0.08648808  0.07287422  0.06051877
  0.05228181  0.04278643  0.03363425  0.0256261   0.0208212   0.01372827
  0.00949538  0.00228804]",4
1583,6.7877398,8.910214,"[ 0.04287789  0.0456132   0.0493835   0.0518231   0.05522376  0.05847657
  0.06283829  0.06387327  0.06416898  0.06675644  0.06779142  0.06572146
  0.06712608  0.06978746  0.06505611  0.05847657  0.03629835 -0.06535182
 -0.29349177 -0.49043434 -0.50699408 -0.38708386 -0.26369902 -0.17956964
 -0.10675116 -0.04790495 -0.01685545  0.00170033  0.01655974  0.0277967
  0.03570693  0.04280396  0.05137954  0.06202509  0.07207921  0.08324225
  0.0917439   0.09699275  0.09669703  0.09218746  0.08509044  0.07584951
  0.06742179  0.05862443  0.05137954  0.04487393  0.03652013  0.02853598
  0.02328713  0.01715116]",8
1584,0.6217647,11.00025,"[ 0.03294164  0.03208601  0.03465289  0.02823569  0.02652443  0.02053505
  0.02267411  0.01925161  0.01925161  0.0316582   0.04064228  0.06631109
  0.05818263 -0.00898408 -0.1206434  -0.17198101 -0.10096398 -0.07486735
 -0.24984305 -0.49968611 -0.52663834 -0.32599386 -0.10224741  0.05005417
  0.14203406  0.19037698  0.20406702  0.18738229  0.15957442  0.13518906
  0.11208712  0.0983971   0.07828986  0.05176543  0.0380754   0.04107009
  0.03208601  0.0222463   0.00256688 -0.00513376 -0.00513376 -0.01369003
 -0.01711254 -0.01625691 -0.00983971 -0.01454566 -0.01882379 -0.00855627
 -0.0094119  -0.01069534]",0
1585,5.9671516,8.665773,"[ 0.05328347  0.06117731  0.06117731  0.06315077  0.05131     0.04341616
  0.03946923  0.05328347  0.04538962  0.04933654  0.04538962  0.03946923
  0.03749577  0.03749577  0.03552231  0.04736308  0.0414427  -0.0414427
 -0.24470925 -0.45586966 -0.52099389 -0.41837388 -0.2940458  -0.19339925
 -0.12038116 -0.05328347 -0.02170808 -0.00394692  0.00789385  0.00789385
  0.02368154  0.05131     0.07104462  0.08683232  0.09077924  0.09867309
  0.10262001  0.09472616  0.09669962  0.09867309  0.09867309  0.07893847
  0.05920385  0.05920385  0.05525693  0.04538962  0.02762846  0.02960193
  0.025655    0.01381423]",7
1586,4.7752914,5.2896857,"[ 0.02550894  0.01500526  0.02550894  0.02700947  0.03601262  0.04201472
  0.0465163   0.04351525  0.04351525  0.0405142   0.0465163   0.05551945
  0.0525184   0.05701998  0.05101788  0.0405142   0.03451209  0.01950684
 -0.09453313 -0.33161622 -0.52368353 -0.51468035 -0.37062988 -0.23108097
 -0.13354679 -0.06602314 -0.02550894 -0.0060021   0.          0.01200421
  0.02700947  0.04201472  0.0525184   0.06902419  0.09003155  0.10653734
  0.10953838  0.09603365  0.0930326   0.09003155  0.0870305   0.07802734
  0.06902419  0.06152156  0.05852051  0.04801683  0.03751315  0.02700947
  0.01800631  0.01800631]",9
1587,9.224197,6.037272,"[ 0.0778954   0.08438668  0.11035181  0.11035181  0.09087796  0.08114104
  0.10386053  0.08114104  0.06815847  0.06815847  0.10386053  0.10710617
  0.09087796  0.09087796  0.10386053  0.08438668  0.02596513 -0.10061489
 -0.26938824 -0.3992139  -0.43491596 -0.36351185 -0.28886209 -0.24017747
 -0.19473849 -0.11359745 -0.06815847 -0.04543898 -0.0389477  -0.01947385
 -0.01298257 -0.01298257  0.01947385  0.06815847  0.05842155  0.0389477
  0.05517591  0.0778954   0.08114104  0.05842155  0.07140411  0.08763232
  0.07140411  0.06166719  0.0778954   0.10061489  0.10061489  0.10061489
  0.08114104  0.07464975]",8
1588,7.3658667,8.6310215,"[ 0.04734525  0.04867518  0.05231029  0.0546155   0.0550588   0.05842794
  0.0626837   0.06587551  0.06676213  0.06392496  0.06259503  0.06170842
  0.05949188  0.0550588   0.04388745  0.03892241  0.01666837 -0.0792634
 -0.2859334  -0.45793675 -0.48418056 -0.40004079 -0.29994192 -0.20959584
 -0.12864786 -0.06463425 -0.02491389  0.00203921  0.02296333  0.03954304
  0.0488525   0.05470416  0.0615311   0.06702811  0.07367772  0.08050466
  0.08919349  0.09664106  0.09876893  0.09557711  0.09273995  0.0873316
  0.08077065  0.0700426   0.06011251  0.04867518  0.03998635  0.0315635
  0.02429326  0.01640238]",7
1589,4.123943,10.76494,"[ 0.03475142  0.03495465  0.03637722  0.04247396  0.03983204  0.03414175
  0.03658044  0.0329224   0.03028048  0.02987403  0.02133859  0.00955156
  0.00508062 -0.0008129  -0.01503863 -0.01036446  0.00853544 -0.06056096
 -0.29772416 -0.51578426 -0.51964549 -0.38775269 -0.24569864 -0.12213804
 -0.03515787  0.0172741   0.04105139  0.05060295  0.05263519  0.05060295
  0.05588679  0.06686092  0.07702216  0.09368658  0.11299292  0.12193481
  0.12091869  0.12091869  0.10994455  0.10161234  0.08352535  0.07214476
  0.05873193  0.04267718  0.0329224   0.02621598  0.02072892  0.00955156
 -0.00142257 -0.00426772]",5
1590,3.634887,10.2411375,"[ 0.0295873   0.02976342  0.02976342  0.0318768   0.03258126  0.03381406
  0.03275737  0.03117234  0.02817838  0.03011564  0.03258126  0.03258126
  0.03363794  0.03152457  0.02412774  0.04420484  0.07995616  0.00334618
 -0.25994558 -0.52288514 -0.55035902 -0.40717762 -0.24920256 -0.12733106
 -0.03117234  0.01320862  0.04033031  0.05248224  0.05811791  0.06111187
  0.07343991  0.08013227  0.0875291   0.09017082  0.09422147  0.0945737
  0.09087528  0.08347846  0.07361603  0.06181633  0.05072109  0.04033031
  0.03152457  0.02765004  0.02095767  0.01373696  0.00651625  0.00510733
  0.00088057 -0.0047551 ]",5
1591,7.9704714,4.526214,"[ 0.04860662  0.05294328  0.04987148  0.04734177  0.05384674  0.06577253
  0.0724582   0.07498791  0.07715624  0.07643346  0.0753493   0.07354236
  0.08004734  0.0811315   0.07553     0.07227751  0.0522205  -0.01535897
 -0.15937191 -0.35325632 -0.46456369 -0.44577152 -0.35668949 -0.25875348
 -0.18394626 -0.12937674 -0.08366121 -0.04842593 -0.01897284 -0.00090347
  0.01499758  0.02656198  0.03848777  0.04824523  0.05619576  0.06776016
  0.07805971  0.08582954  0.09775533  0.10082713  0.10209198  0.10371822
  0.09775533  0.0840226   0.07227751  0.06812155  0.066676    0.0520398
  0.03957193  0.0318021 ]",11
1592,8.549694,8.906675,"[ 0.0526178   0.06318731  0.07031024  0.06916138  0.06433617  0.06272777
  0.06548503  0.07191865  0.07375683  0.07444614  0.07536523  0.06870184
  0.06548503  0.062498    0.04917122  0.01240769 -0.04319714 -0.13878231
 -0.28859369 -0.42806532 -0.46413952 -0.39842471 -0.29801435 -0.20840324
 -0.13441664 -0.08064999 -0.04135897 -0.0114886   0.01746267  0.03423604
  0.04963076  0.06043005  0.07076979  0.08202862  0.09903175  0.10178901
  0.10408674  0.1010997   0.09627449  0.09259813  0.08225839  0.07651409
  0.075595    0.07628431  0.06755298  0.04963076  0.03676353  0.03239786
  0.03055968  0.02090926]",8
1593,9.427972,9.56659,"[ 0.06421     0.05583478  0.05583478  0.06141826  0.06979348  0.06700174
  0.07258521  0.07537696  0.09491913  0.08375217  0.07537696  0.05862652
  0.06141826  0.04466783  0.01116696 -0.04745956 -0.14237869 -0.25404825
 -0.34059217 -0.40480217 -0.41317737 -0.34338391 -0.25404825 -0.19263001
 -0.13679522 -0.08933565 -0.06421    -0.03629261 -0.02233391  0.01116696
  0.03908435  0.06700174  0.09491913  0.09491913  0.08375217  0.09771087
  0.12283652  0.12283652  0.09771087  0.09491913  0.12004478  0.1144613
  0.09491913  0.07258521  0.06141826  0.05583478  0.04466783  0.0502513
  0.03908435  0.02233391]",6
1594,9.305231,5.070653,"[ 0.06229754  0.07614144  0.06921949  0.06921949  0.07614144  0.08998533
  0.11767312  0.12459508  0.11767312  0.11075118  0.11075118  0.09690729
  0.09690729  0.08998533  0.06921949  0.03460974 -0.02076585 -0.11767312
 -0.2422682  -0.33225353 -0.36686326 -0.35301937 -0.33917549 -0.269956
 -0.19381457 -0.14536092 -0.10382923 -0.07614144 -0.06229754 -0.04845364
 -0.03460974  0.          0.0138439   0.03460974  0.05537559  0.08306338
  0.06921949  0.08998533  0.09690729  0.10382923  0.11075118  0.15228287
  0.14536092  0.12459508  0.09690729  0.08998533  0.11075118  0.07614144
  0.0276878   0.0138439 ]",11
1595,9.168788,5.0515885,"[ 0.05334324  0.04923991  0.06565322  0.06154989  0.08206652  0.10258315
  0.10668648  0.09027317  0.07385987  0.06565322  0.08616985  0.0943765
  0.08206652  0.06975654  0.06975654  0.07385987  0.03282661 -0.07385987
 -0.21337295 -0.36109269 -0.44726254 -0.41853925 -0.32416276 -0.22978626
 -0.18464967 -0.13130643 -0.08206652 -0.05334324 -0.04513659 -0.05334324
 -0.03282661 -0.01230998  0.0164133   0.04513659  0.06565322  0.07796319
  0.07385987  0.08206652  0.10668648  0.09027317  0.09027317  0.1107898
  0.11489313  0.0943765   0.09847982  0.09027317  0.09027317  0.05744656
  0.05334324  0.01230998]",11
1596,4.289814,6.243891,"[ 0.0265879   0.02946227  0.0359296   0.03377382  0.03089946  0.0265879
  0.03305523  0.04024115  0.04024115  0.03521101  0.04311552  0.03449242
  0.02299494  0.02946227  0.0265879   0.00718592 -0.00143718 -0.00287437
 -0.08910541 -0.33414529 -0.52026062 -0.50014005 -0.36360757 -0.23713537
 -0.13222093 -0.04886426 -0.00215578  0.02299494  0.04239693  0.06108032
  0.06108032  0.0718592   0.09341696  0.11210036  0.12431642  0.12790938
  0.12431642  0.11210036  0.10563302  0.09557274  0.0812009   0.05892455
  0.05102003  0.04455271  0.03808538  0.03521101  0.03089946  0.01149747
  0.00431155 -0.00071859]",4
1597,7.703482,9.236031,"[ 0.03812819  0.04049273  0.04315284  0.04669965  0.0480297   0.05601002
  0.05763564  0.05881791  0.0598524   0.05645337  0.05512332  0.05379326
  0.05172429  0.04935975  0.04418732  0.02763555 -0.01669956 -0.12206933
 -0.2864048  -0.4250259  -0.47083887 -0.41497663 -0.31699603 -0.2129563
 -0.12029593 -0.05423662 -0.01123156  0.01300497  0.03251241  0.04463067
  0.05630559  0.06753715  0.07773423  0.08822687  0.10197075  0.11068999
  0.11601021  0.11645355  0.11275896  0.10374416  0.09000028  0.07847315
  0.0662071   0.05674894  0.047143    0.03694592  0.02940896  0.02216756
  0.0144828   0.00665027]",7
1598,8.018261,4.586325,"[ 0.07569461  0.09083353  0.08326407  0.08326407  0.09840299  0.12111138
  0.12111138  0.09840299  0.09083353  0.09083353  0.07569461  0.06055569
  0.04541677  0.03027785  0.02270838 -0.00756946  0.00756946  0.
 -0.12111138 -0.34062574 -0.47687605 -0.46930657 -0.35576468 -0.23465328
 -0.12868084 -0.07569461 -0.08326407 -0.06055569 -0.03784731  0.00756946
  0.00756946  0.          0.03784731  0.04541677  0.03027785  0.05298623
  0.09083353  0.06812515  0.06812515  0.07569461  0.12111138  0.1362503
  0.09840299  0.09840299  0.06055569  0.05298623  0.06055569  0.05298623
  0.03784731  0.04541677]",11
1599,4.37011,7.8853884,"[ 0.03822227  0.0420445   0.04450165  0.04259053  0.04095244  0.04095244
  0.04259053  0.04149847  0.0420445   0.0420445   0.03986037  0.03986037
  0.03685719  0.03221592  0.02757464  0.01856511  0.01310478 -0.02757464
 -0.18428596 -0.42617834 -0.54057215 -0.46603872 -0.32024804 -0.19602566
 -0.10538427 -0.04313657 -0.00573334  0.0218413   0.04477466  0.06060961
  0.07016517  0.07316835  0.08490805  0.09446361  0.10347316  0.1042922
  0.1026541   0.09528267  0.08518107  0.06634295  0.05760642  0.04641276
  0.04395561  0.03986037  0.02648258  0.02102225  0.0133778   0.01228573
  0.00491429  0.00655239]",4
1600,8.082957,5.2752914,"[ 0.05748154  0.06158736  0.07390484  0.08827522  0.08827522  0.0677461
  0.07185192  0.08416939  0.08211648  0.08827522  0.0862223   0.07595775
  0.06364027  0.0513228   0.05337571  0.03695242  0.         -0.04721698
 -0.16423297 -0.38184164 -0.50091055 -0.44958775 -0.32641302 -0.23608488
 -0.1539684  -0.09032813 -0.05542863 -0.03489951 -0.0164233  -0.00821165
  0.00205291  0.01437038  0.03489951  0.04105824  0.05337571  0.06979901
  0.07390484  0.07801066  0.08211648  0.09032813  0.08416939  0.08827522
  0.10469851  0.09443396  0.07390484  0.06979901  0.05337571  0.04516406
  0.03284659  0.03489951]",11
1601,6.990965,5.4610314,"[ 0.05373474  0.0509066   0.05373474  0.06504732  0.05939103  0.06504732
  0.07353175  0.07353175  0.07353175  0.07353175  0.07070361  0.06221917
  0.06504732  0.07070361  0.06504732  0.04525031  0.01979701 -0.02828144
 -0.18382938 -0.39311207 -0.4977534  -0.44967492 -0.33372104 -0.2488767
 -0.16686052 -0.09615691 -0.0509066  -0.03110959 -0.01414072  0.
  0.01414072  0.03959402  0.04525031  0.04242217  0.05656289  0.08484433
  0.1018132   0.11029763  0.09050062  0.07635989  0.06221917  0.07353175
  0.06787546  0.05939103  0.04807845  0.04807845  0.04807845  0.04242217
  0.03393773  0.01131258]",9
1602,4.5034804,10.938351,"[ 3.42192610e-02  3.18530361e-02  3.11249679e-02  3.07609325e-02
  3.03968970e-02  3.42192610e-02  3.87696959e-02  4.04078527e-02
  4.00438172e-02  3.87696959e-02  3.36732106e-02  2.93047934e-02
  2.29341867e-02  1.78377000e-02  9.46490250e-03 -2.54824301e-03
 -1.54714751e-02 -9.02806052e-02 -2.81398827e-01 -4.87442464e-01
 -5.27304283e-01 -4.11723266e-01 -2.62104997e-01 -1.42519585e-01
 -5.51512583e-02  3.64034721e-04  2.73026039e-02  5.04188084e-02
  5.97016931e-02  7.02586993e-02  7.42630783e-02  8.31819276e-02
  9.77433182e-02  1.09574446e-01  1.13214789e-01  1.15945058e-01
  1.10120501e-01  9.70152473e-02  8.86424484e-02  7.86314981e-02
  6.62543148e-02  5.31490660e-02  4.49582849e-02  3.84056605e-02
  3.00328643e-02  1.91118214e-02  1.32872665e-02  7.09867688e-03
  7.28069443e-04 -2.73026022e-03]",5
1603,5.5813475,9.098998,"[ 0.0388165   0.03130363  0.03005148  0.03130363  0.02754719  0.02879934
  0.0388165   0.04507723  0.05008581  0.04257293  0.04132079  0.04382508
  0.05759868  0.0525901   0.03255577  0.02128647  0.01502574 -0.04257293
 -0.25418547 -0.4683023  -0.50962308 -0.40694716 -0.27797623 -0.18782177
 -0.1051802  -0.03506006 -0.00250429  0.0137736   0.01878218  0.03255577
  0.05384224  0.07137227  0.09015446  0.10768448  0.12020594  0.1302231
  0.12396236  0.12646666  0.1164495   0.09891946  0.0914066   0.07387656
  0.05759868  0.04758152  0.0388165   0.03506006  0.03005148  0.01878218
  0.00125215 -0.00375644]",5
1604,9.24322,6.730799,"[ 0.0434391   0.044894    0.05798809  0.06297631  0.06567826  0.06775669
  0.07129001  0.07461549  0.07898018  0.08251351  0.08854094  0.09623112
  0.09477622  0.09228211  0.09020368  0.05819593 -0.00914507 -0.13426632
 -0.30573644 -0.42732437 -0.44644589 -0.38222252 -0.3015796  -0.23070528
 -0.16856034 -0.11410559 -0.07627823 -0.0463489  -0.02473327 -0.01059997
 -0.0014549   0.00852155  0.01392545  0.02494111  0.03554108  0.04447832
  0.05279202  0.05570182  0.06484689  0.07586255  0.08812526  0.08812526
  0.08583899  0.08230567  0.08272135  0.07690176  0.06941942  0.06089788
  0.05632534  0.04510184]",8
