time (sec),intensity_fraction,initial_delay (frames),on_duration (frames),off_duration (frames),notes,use_maxwell,delta_t (sec)
1688425410.873437,0.5,0,200000,200000,,True,76.70900344848633
1688425430.874717,0.5,0,200000,200000,,True,20.001280069351196
1688425450.8760195,0.5,0,200000,200000,,True,20.001302480697632
1688425470.8768454,0.5,0,200000,200000,,True,20.000825881958008
1688425490.877944,0.5,0,200000,200000,,True,20.0010986328125
