config_name,path_to_csv,DAC_range,baud,LED_wavelength,LED_wavelength_color,led_docs_max_output_mW_200core,link_to_led_docs,fiber_core_diam_um,fiber_numerical_aperture,fiber_len_mm,verbose,ramp,ramp_time,a,b,c,x,y
UCSC Opto System C 625nm 0p2A V1,20221108T144141-ucsc-opto-system-c-625nm-0p2a-v1.csv,4095,115200,625,#FF6300,5.7,https://www.thorlabs.com/drawings/2845ee9d455d946f-553FD94D-A01A-17A8-697EDBFEDA351E2D/M625F2-SpecSheet.pdf,200,0.22,20,False,False,0,1.13848541916619,0.07406009790310625,-0.03646506357522113,"[0.0, 0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 1.0]","[2.32166153e-06, 2.4442339799999995e-07, 2.49059351e-06, 0.00162697529, 0.0097265256, 0.0192735788, 0.030105586099999998, 0.0408300621, 0.0517073022, 0.06332765039999999, 0.0746000005, 0.0852577577, 0.0977832897, 0.109777509, 0.121282319, 0.133349633, 0.14514090400000002, 0.15280490300000002, 0.16216514599999998, 0.17327923, 0.18502173800000002, 0.19692565499999998, 0.209129066, 0.220890506, 0.23354784899999997, 0.246404496, 0.258440006, 0.271040481, 0.284419191, 0.296184997, 0.308249786, 0.32112858, 0.332869618, 0.344728905, 0.35733813999999997, 0.36910577899999997, 0.381097896, 0.393516035, 0.40579220499999996, 0.418248062, 0.43046093199999996, 0.442787947, 0.45446798299999996, 0.46703463900000003, 0.479265465, 0.491524057, 0.503723859, 0.51618967, 0.528491219, 0.541315123, 0.553694204, 0.565744936, 0.5781526560000001, 0.590767886, 0.6029690849999999, 0.615241413, 0.627829868, 0.639983336, 0.652132265, 0.664499064, 0.67658734, 0.688052503, 0.701618264, 0.713870628, 0.7262963920000001, 0.739083393, 0.7511709120000001, 0.762902142, 0.775270455, 0.7878344039999999, 0.799563481, 0.812039943, 0.8242663459999999, 0.836547697, 0.849067757, 0.86275721, 0.873962534, 0.886434456, 0.899449456, 0.9113090349999999, 0.9235942269999999, 0.936510682, 0.948463334, 0.960469246, 0.9730771420000001, 0.9859688580000001, 0.9981200559999999, 1.0115357600000001, 1.02359429, 1.03599275, 1.04811427, 1.0599863, 1.07202167, 1.08438276, 1.0968222, 1.1088494199999999, 1.12138863, 1.13358954, 1.14598428, 1.1580102099999998, 1.15940766]"
